block_height,block_time,comment,validators_hash,computed_hash,proposer_address,total_vp,6A3CACEAEA586C9AF3051249D6FF34942835DF10,0DA35960AC73947F415949EDAF885E1A9A186370,9901CCDA42B948EDDC835FB5C8AB06730A9C23CD,F29C3DB00F73F75D84B7DFDC7787BF78A91C6A81,A3A9B9712869F224F4F1F3CB3DE5D039D6268F21,B5B358B6B17052E2E1A00B8ED78127FFDFF584AF,FC9402FF4B53B8B72624C7FB28DDE49797EF474B,9B2D81FF1268365847546044CBAD688382D6B664,54443EF34125BDBDF74D8E1FD1EC3857160EF3CC,7EEBC8E086DB6453F77954C44C94D6FB6F0A625E,DC00DA048EC40BF29530626601840B18F48AC8A5,0B8F81F6A82C6B3708D6192C2AD1B53209E04F6C,7B24FEE1E6153D765DD696B7DC3588A38A6DF57D,003E6F7A2FD88BAA3E2117945671FE0D994E171D,0385B199514F483871B7B801A923BF53977B2916,03EABFB8409C4F62A732A3D728ACAA2E13403F50,056EBA066FB6355FE6B81FDF375C1CDDF5BEBBC6,0E311E3634B0F6F5959F9394577233D6882625D0,103CC3FC5E90C04EE208BD0716DC889552926EF8,1501A996ED5577FC65D57F92ACC8E15CE6B7DFAD,16625311355C4993FDA69D218875CAEB783F66D5,1E3AFDD98E0E1AEB50E7E7BE7BB78B71AB9FE1BA,214752CFB2CD5CB00EC625739C224AA406226D0E,305013CCA69866DA942265649D56B57D4F2545CC,3558238D72FAC0A40B276D8F238CDF28BE16B4AA,361FD80BB7893C4B4104D0D7A8C931F362D170D8,3B9916B501C53E38015676282F14E2AAF025F6C5,3D42458DD811C921CDA2A080FB018CBBA2B91CFD,41AA5DF98BDB8A809B956A7925CF21FA905D08DD,42890EEA7E9B02890605135356D90B6433A47749,4D6E16E3F7D89E8D839F716893D6A1F81C9F956D,52479C885E73D2F570D47E5F0433785051350DD1,52EA1C24DA94C67A8FED7C46E18A1CFC476D5717,55EACF6E14726E13F973903614087867404DF2CA,59CC9F852235473DF57BCEF37C60F3A29DB36811,5A22861F57F12829B68A022FB805685A4E5850C3,5BED074FAD72B341DE26B43628F2FE0917AC1D63,5DEFF454EB30618FA2B978D9FF1C8B523311F1D1,60DFD976E9B748B1E1F06FD7B6809A370BD3A302,61DDA93355D0ED14AD0F01DF9657F1D922FD8A08,65185BC275EB9232A2DFF23BEB4EAA075BDAD3CE,66843E34B5A0CC0D4FFACE4C928D200753D4B9D3,671C08BB55C1C242DC5A342889CD8C0071893FF9,71F5F0A14FA5CA88122A26569B0C3A9E3C6E5CAF,76D9967474B62835E703A577101D1FD35F84D36B,79FA40E44DECB3893E3646B58AA13C7FE898BE91,7A6A631756F2B240CBDFA81DF654DABA599C0F33,7A74EB2298B26CC9F30C1C682A5C0DE209EE3687,7E060283BE404E1E80CE738DDCC6C12F9EDE0113,87AD83AC8C84ABE5D8890E4DFE407F17BCD42B4E,8A73C4B75E360FF191B844A61B8845A0AD65D208,8C7E66C0416A002CFCF1A99F88F33FCC8F599944,8F7B51C1E8520E0BFA894ED83213E45DEB10E156,95E3F1574DDB503F0380D98A976E0CF8469B874F,96884BE29D4D231AFB90D034748286D51A6BE943,97075D998C11771B38AAA0ACFBFDF09EED078BC9,98051EE9D111826D0A03BBDD0334C7C246FC4636,9C87B7B7B0E79B4BE81D72C6B68F7122BCB04EEC,A2E373DC0894BC0CD0F5C7A8ECF22F1F9E8F5579,AA77A443F849606A4A8EB1639752068C1A2EEA5E,ADA6B3B2DE3BB2686DBEF1543C309D10D23EC2CC,B59B63331FD2120C89BF2E7DD657E7F9AA090A1D,BACE01F066D7C3344AA194E1A1B6FBF6FE8EBE1C,C43B466D9C3A60859B66A48E0B54C662BC701FB5,C759989AB500EDF629C4CED1267CA30F660E4024,CA799C8A8079B5BAC07CBCF77C94CA050CB4CB80,CC05882978FC5FDD6A7721687E14C0299AE004B8,CD0DA85F510345EAECB73AEED6E3C2C65AD27E53,CDA3887D2F0865E84BAC9C8241D4B5FF39591D28,D02B29F69E6BFC3E241F38162E82EE4C78D8DDA9,D0639638EF73670D4813E9D034F4499667B3BE7E,D4686840675436000E9B33B8A58193B9406ADDA3,D5D3EB2E5E2360782FAFAB7C0B3C45BFFB1587AB,DB5EF3A174014515A046E80E3164E22414123614,DDF94D41B15E7A77122259D83B2BDCF474540337,E12D86AC279259CBB0CC1D2C5DA9FADE3FD8D24F,E1A48ED16EB660BE4F259E0E3A62B8BE56F41E36,E2CDB3113C0392603810E16929C86C013A46F540,E63597E3F46F3A8C82379A72D37FD7D280E832FA,E77FE2A0D7784F9CE575D35F09FBB33BB05CC9EB,EE50044D5EE07FA2C2CC94F1A81D2B6DADC103EB,F54306AE4536A8818B3BCB46D156403FCE944650,F6EBCC201A051C2106A6F0CD95A452C843BA4F14,F7DF9EF920DFBCDCA1F382151685A69500BAF630,F98B3014AF2F2A5C8852263D65A0B679FB799B8C,23D4A4484D4D868427369088C4D0A2E56DAAF465,3CC44C72DFD38D8538F1AC2443E540CCA730261C,57D2C0F208DE8B603DA6C9B75CD95C32597BE348,7B0DE97C082AE7911928004FE8B145AA1FF56038,9797557328079BB3D3E588DAD873F0EA6C098C10,FDE7B9EDA5E8D918BA04235FA304AA3CE82C04C1,4544EF788285E35826DB28EC62FD704554CC7156,B4775B0FEBDFE023D6E24748BDD0B39F8366A8DD,B45362A682176E95B35B2084405D4F50A77F9CCA,8951CFD2B94DE0CF7BFF747C367F85095B83EB28,92E7331517D289430B70AB407BF9FA797403A470,93F3ACB2D3DD657C069E80405D37CEFCE5DEB2AC,FD9B65D22E19A8A6D34E02491CCDA7F4D0C48BC5,BE4D9D67579D9E9ECFD32B39AB2EAF988FA7A956,6B1CC4FF7E65DDAEA347F0DBA0DE8911139D3241,279009E814C0F2CE0B21E565512DBF4DCE9923C3,D9448D1A507A0F792C25F4FEAE01DDBC4748CA82,6D9D14A2729BA5F02AF203ABAFD5CE8284DD2670,6406B7B10A978323E679E226F0D3546E0470B864,C96B7A46D3E26FADD6B8B9393D2EE0318AFBA7EE,BF4F4707754A93FC8B10B4CA1DF98A043B776ADF,F649FD83C9557B080DBA654B506634F8AD87555F,1221F0F28823F9D5239F0B2CB9575944AA23E61A,292B3711E4423C2F47B7BE58BF72EF2BD0770CF0,616BA35C85E60F6C7F5AE9E5FD0843378D130F8E,C56B6EDB0F598797F625C717A740658CFDE49F86,7149CA24B79EE0E073B9ED04C232A9E9753FBAC9,5DEF681F8F155ACB4939294C20DF4FF00E8680B4,1C4A305A101EDFB122E8C15289F036C98986FCDB,DEF5A8B2156AAB712067DDB2EB27AF646FC6235A,657CB53BCDD047092A840BA12B894D6A079C05ED,1F72BBF37E781D570EF316BFCE2A3BABD27E3BF7,372D1BB96574A4F382BCC2E9E5DC1A71CC6B0CE9,0EF0215085935B0BDD092EEF58DBCD5ADE6F91BE,BE11EA8919773D1D972D5B74EABC964BFC51C72D,C7F26CF4C07C9FF25CF2E5DDF02FAC2E6B2797EC,CD9E234ED9742A341A67EAEC1A0B2D97CC89663C,D269A81C7741F458C31DB7FB14C58176421FB2F8,365464D12717C9A89840B13C0E7B0C602FB01B37
337984,2022/11/28 19:31:39,NEW_VALSET,23EF55865E9AA11365B6C5B06B3410F4D1ADFC862ECFA0BEE933C164778295B8,25E82007E3BB5748597D820516783280F03A2B49764C01DC70C7496B09C28DD2,372D1BB96574A4F382BCC2E9E5DC1A71CC6B0CE9,348080696,40824004,4277387,4277625,325,4277015,4277366,4276127,4276124,4276152,4191027,0,4282038,101,4276122,4276122,4233362,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191629,0,4276122,4276122,99,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,103,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276123,0,4149115,4276133,0,4276123,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276125,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276123,0,4276121,0,0,0,4276121,0,4276122,96,4276123,434,4191026,0,4276262,0,561,0,12,1,0
337987,2022/11/28 19:31:57,NEW_VALSET,353E4E36DABA08AEFF80DDA8945B5FA9B4B8E0C52557458D20B31749950175B9,E1112BC4D6AB02BA9B2853755D67ABCD1B7800BE1A88222D513B7C16197016E2,41AA5DF98BDB8A809B956A7925CF21FA905D08DD,348080697,40824004,4277387,4277625,325,4277015,4277366,4276127,4276124,4276152,4191027,0,4282038,101,4276122,4276122,4233362,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191629,0,4276122,4276122,99,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,103,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276123,0,4149115,4276133,0,4276123,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276125,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276123,0,4276121,0,0,0,4276121,0,4276122,96,4276123,434,4191026,0,4276262,0,562,0,12,1,0
337989,2022/11/28 19:32:08,NEW_VALSET,48853D0E28AD70D3F01F599E15EAE94C00BEE5AE41E369A4D4729B26DC20E0DE,ABFE80A4F3066E5D234A08A5FF081F1500C7454C03FCDBD668B850FDAD682AF5,6A3CACEAEA586C9AF3051249D6FF34942835DF10,348080698,40824004,4277387,4277625,325,4277015,4277366,4276127,4276124,4276152,4191027,0,4282038,101,4276122,4276122,4233362,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191629,0,4276122,4276122,99,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,103,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276123,0,4149115,4276133,0,4276123,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276125,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276123,0,4276121,0,0,0,4276121,0,4276122,96,4276123,434,4191026,0,4276262,0,563,0,12,1,0
337991,2022/11/28 19:32:20,NEW_VALSET,2F6CA0206C0719942DF7C86FC1D4F8CBF1E22BA5DD33526DBEAD78417DA26BBF,34C85CCE3269996592905CFC2A7FB8871AAA1510994393DDEBCF2D1855AF698A,E1A48ED16EB660BE4F259E0E3A62B8BE56F41E36,348080699,40824004,4277387,4277625,325,4277015,4277366,4276127,4276124,4276152,4191027,0,4282038,101,4276122,4276122,4233362,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191629,0,4276122,4276122,99,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,103,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276123,0,4149115,4276133,0,4276123,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276125,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276123,0,4276121,0,0,0,4276121,0,4276122,96,4276123,434,4191026,0,4276262,0,564,0,12,1,0
337994,2022/11/28 19:32:38,NEW_VALSET,EFB8E164DBA705D511D1EB6C21D21C16D00D8F10461313D35484DB584220A432,C82F46CB0C4BD4478D34E46D25343ED49030881CA3A9AF577414EB5FD457D20E,F6EBCC201A051C2106A6F0CD95A452C843BA4F14,348080700,40824004,4277387,4277625,325,4277015,4277366,4276127,4276124,4276152,4191027,0,4282038,101,4276122,4276122,4233362,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191629,0,4276122,4276122,99,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,103,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276123,0,4149115,4276133,0,4276123,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276125,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276123,0,4276121,0,0,0,4276121,0,4276122,96,4276123,434,4191026,0,4276262,0,565,0,12,1,0
337995,2022/11/28 19:32:44,NEW_VALSET,BE1A945EA23002D6D643D816030EA1DD3D95604F5C8403FF3032F9910F94C624,D65D25192224BE8BEDCBF0FB6141B573945EE8360D36A1FDB9290E984B4C9803,E63597E3F46F3A8C82379A72D37FD7D280E832FA,348080701,40824004,4277387,4277625,325,4277015,4277366,4276127,4276124,4276152,4191027,0,4282038,101,4276122,4276122,4233362,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191629,0,4276122,4276122,99,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,103,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276123,0,4149115,4276133,0,4276123,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276125,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276123,0,4276121,0,0,0,4276121,0,4276122,96,4276123,434,4191026,0,4276262,0,566,0,12,1,0
337997,2022/11/28 19:32:57,NEW_VALSET,079D90DEB338150BB4D9A11D95EDE4140BB338C7BF73B44BD57B4E9D5F53F4DD,34DCE5AF3C743CB516C80E69DEEED30C3667131E54AB1BA443F33510BFE108B4,59CC9F852235473DF57BCEF37C60F3A29DB36811,348080702,40824004,4277387,4277625,325,4277015,4277366,4276127,4276124,4276152,4191027,0,4282038,101,4276122,4276122,4233362,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191629,0,4276122,4276122,99,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,103,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276123,0,4149115,4276133,0,4276123,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276125,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276123,0,4276121,0,0,0,4276121,0,4276122,96,4276123,434,4191026,0,4276262,0,567,0,12,1,0
338000,2022/11/28 19:33:15,NEW_VALSET,81A55EF4FF5264831E2C58C5106099A8FF1F8588C96FAF3AF8F6C5EC9865DCAC,D868E8F3EC0145AE0745D3874027EFF2D1DE4392CE0775787061860FCDB0CCAD,3558238D72FAC0A40B276D8F238CDF28BE16B4AA,348080713,40824004,4277387,4277625,325,4277015,4277366,4276127,4276124,4276152,4191027,0,4282048,101,4276122,4276122,4233362,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191629,0,4276122,4276122,99,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,103,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276123,0,4149115,4276133,0,4276123,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276125,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276123,0,4276121,0,0,0,4276121,0,4276122,96,4276123,434,4191026,0,4276262,0,568,0,12,1,0
338001,2022/11/28 19:33:21,NEW_VALSET,23E4FFEBDFF18898111B2BA88C9587B43152308B9F443C90AF02573FE2C0442C,EAE6766B1AF4C174B985A48A85DB9BF36053C51D78BAA6B0D1EBE3ED7F685F46,BF4F4707754A93FC8B10B4CA1DF98A043B776ADF,348080715,40824004,4277387,4277625,325,4277015,4277366,4276127,4276124,4276152,4191027,0,4282048,101,4276122,4276122,4233362,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191630,0,4276122,4276122,99,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,103,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276123,0,4149115,4276133,0,4276123,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276125,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276123,0,4276121,0,0,0,4276121,0,4276122,96,4276123,434,4191026,0,4276262,0,569,0,12,1,0
338003,2022/11/28 19:33:33,NEW_VALSET,8590F55C7B1694FCD9F2B8AD79B7B7528B90B27830869EE17ADAEF1DCB3D0F04,C07A38B037F434FEB5B6F3B1F7A5A423311A4717BF97D6FA901D3EA21FDA5D1A,616BA35C85E60F6C7F5AE9E5FD0843378D130F8E,348080716,40824004,4277387,4277625,325,4277015,4277366,4276127,4276124,4276152,4191027,0,4282048,101,4276122,4276122,4233362,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191630,0,4276122,4276122,99,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,103,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276123,0,4149115,4276133,0,4276123,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276125,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276123,0,4276121,0,0,0,4276121,0,4276122,96,4276123,434,4191026,0,4276262,0,570,0,12,1,0
338006,2022/11/28 19:33:51,NEW_VALSET,6CD253A85661156027F5CAF070FEE03868EF6CD6FE006048986FECEA7E9F967E,5553BA720A90E487C728D06811E618454E4853B4B84985E05FEC9A6D0901C912,A2E373DC0894BC0CD0F5C7A8ECF22F1F9E8F5579,348080717,40824004,4277387,4277625,325,4277015,4277366,4276127,4276124,4276152,4191027,0,4282048,101,4276122,4276122,4233362,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191630,0,4276122,4276122,99,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,103,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276123,0,4149115,4276133,0,4276123,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276125,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276123,0,4276121,0,0,0,4276121,0,4276122,96,4276123,434,4191026,0,4276262,0,571,0,12,1,0
338008,2022/11/28 19:34:02,NEW_VALSET,1C53F819116ED774F152A25D5C55E7E15A692EDDEDABAB108ED23A987CC39020,D593337A1BA83B921BBF033C131DCB262AC1370EE078E2CE5DC54CA06A706DAA,16625311355C4993FDA69D218875CAEB783F66D5,348080718,40824004,4277387,4277625,325,4277015,4277366,4276127,4276124,4276152,4191027,0,4282048,101,4276122,4276122,4233362,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191630,0,4276122,4276122,99,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,103,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276123,0,4149115,4276133,0,4276123,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276125,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276123,0,4276121,0,0,0,4276121,0,4276122,96,4276123,434,4191026,0,4276262,0,572,0,12,1,0
338010,2022/11/28 19:34:14,NEW_VALSET,FDA7D31AE685BEE9BF031BBE8B77DE86496C687B6351279951C16FF9854F4297,819BE721E137F1FBEC3761DD456E8EE3676624E5CDEE37F6EABD912CC7DC4D9C,D4686840675436000E9B33B8A58193B9406ADDA3,348080729,40824004,4277387,4277625,325,4277015,4277366,4276127,4276124,4276152,4191027,0,4282058,101,4276122,4276122,4233362,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191630,0,4276122,4276122,99,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,103,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276123,0,4149115,4276133,0,4276123,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276125,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276123,0,4276121,0,0,0,4276121,0,4276122,96,4276123,434,4191026,0,4276262,0,573,0,12,1,0
338011,2022/11/28 19:34:20,NEW_VALSET,DC2C007949506E555CDC08A342A1223945DAD28B2793F7502085EAAE2D3033EC,2E76D2E2269687B1F6C6D1E8BF4BCB6671992131831D2DEF66464F1FEEC4F92B,0DA35960AC73947F415949EDAF885E1A9A186370,348080730,40824004,4277387,4277625,325,4277015,4277366,4276127,4276124,4276152,4191027,0,4282058,101,4276122,4276122,4233362,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191630,0,4276122,4276122,100,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,103,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276123,0,4149115,4276133,0,4276123,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276125,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276123,0,4276121,0,0,0,4276121,0,4276122,96,4276123,434,4191026,0,4276262,0,573,0,12,1,0
338013,2022/11/28 19:34:32,NEW_VALSET,883E60B76889F19B35FC15B16E5A2F15C1DE326552EF1B63933652B019948DBF,51A191CC36A03BF901876F5A05E2372EDE4A1D09B19AFB35F0930DF24BDFC194,95E3F1574DDB503F0380D98A976E0CF8469B874F,348080731,40824004,4277387,4277625,325,4277015,4277366,4276127,4276124,4276152,4191027,0,4282058,101,4276122,4276122,4233362,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191630,0,4276122,4276122,100,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,103,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276123,0,4149115,4276133,0,4276123,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276125,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276123,0,4276121,0,0,0,4276121,0,4276122,96,4276123,434,4191026,0,4276262,0,574,0,12,1,0
338014,2022/11/28 19:34:38,NEW_VALSET,7C58DA6A07900CC52EE77774BBBE8DF345D5E29E6A07D760CEA5D3D77B2DDEEC,823ACDDAE19C62578AFE8DA37E9E31971FFF98F464D0327BA35E5101B821E315,52479C885E73D2F570D47E5F0433785051350DD1,348080732,40824004,4277387,4277625,325,4277015,4277366,4276127,4276124,4276152,4191027,0,4282058,101,4276122,4276122,4233362,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191630,0,4276122,4276122,100,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,103,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276123,0,4149115,4276133,0,4276123,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276125,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276123,0,4276121,0,0,0,4276121,0,4276122,96,4276123,434,4191026,0,4276262,0,575,0,12,1,0
338016,2022/11/28 19:34:50,NEW_VALSET,C2DD29290DEDD6F7EFFFC67C44CCD9F616577C7978389EB118DEAF7D2FF694DD,CAA2510931D6524DFA53B3242FE70CFF16A9143853B0CC7C4A0BD88D728321CB,6A3CACEAEA586C9AF3051249D6FF34942835DF10,348080733,40824004,4277387,4277625,325,4277015,4277366,4276127,4276124,4276152,4191027,0,4282058,101,4276122,4276122,4233362,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191630,0,4276122,4276122,100,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,103,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276123,0,4149115,4276133,0,4276123,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276125,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276123,0,4276121,0,0,0,4276121,0,4276122,96,4276123,434,4191026,0,4276262,0,576,0,12,1,0
338018,2022/11/28 19:35:02,NEW_VALSET,76107D828E61FE2B059103740EE5D58E9A8FC2D6A552071BC9FAFAB37C396D31,EF9D9C5888E42E058036DE328339D07FB7713B0AD660A470A3CC3CA926CF292B,03EABFB8409C4F62A732A3D728ACAA2E13403F50,348080734,40824004,4277387,4277625,325,4277015,4277366,4276127,4276124,4276152,4191027,0,4282058,101,4276122,4276122,4233362,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191630,0,4276122,4276122,100,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,103,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276123,0,4149115,4276133,0,4276123,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276125,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276123,0,4276121,0,0,0,4276121,0,4276122,96,4276123,434,4191026,0,4276262,0,577,0,12,1,0
338020,2022/11/28 19:35:14,NEW_VALSET,D20248EC53409A417C2B771F25FB9885B563332D7744A22F16AA3CC384E9C46A,DF74BA00090E4D0C6D81AF94D131A84BAC6A1C586373E5D61B84EC3C08F0A202,7EEBC8E086DB6453F77954C44C94D6FB6F0A625E,348080745,40824004,4277387,4277625,325,4277015,4277366,4276127,4276124,4276152,4191027,0,4282068,101,4276122,4276122,4233362,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191630,0,4276122,4276122,100,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,103,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276123,0,4149115,4276133,0,4276123,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276125,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276123,0,4276121,0,0,0,4276121,0,4276122,96,4276123,434,4191026,0,4276262,0,578,0,12,1,0
