block_height,block_time,comment,validators_hash,computed_hash,proposer_address,total_vp,6A3CACEAEA586C9AF3051249D6FF34942835DF10,056EBA066FB6355FE6B81FDF375C1CDDF5BEBBC6,CA799C8A8079B5BAC07CBCF77C94CA050CB4CB80,4544EF788285E35826DB28EC62FD704554CC7156,E16AD113B8727E1AF9CA7C9195DBBA5FF6139828,CD0DA85F510345EAECB73AEED6E3C2C65AD27E53,F98B3014AF2F2A5C8852263D65A0B679FB799B8C,9901CCDA42B948EDDC835FB5C8AB06730A9C23CD,C02344F67415074C43EA1B5B2063FC996329C6E1,DC00DA048EC40BF29530626601840B18F48AC8A5,41AA5DF98BDB8A809B956A7925CF21FA905D08DD,D656D8F9C06C6F153CA1727CE3EBB05BF1567438,B5B358B6B17052E2E1A00B8ED78127FFDFF584AF,0DA35960AC73947F415949EDAF885E1A9A186370,1E3AFDD98E0E1AEB50E7E7BE7BB78B71AB9FE1BA,A3A9B9712869F224F4F1F3CB3DE5D039D6268F21,3B9916B501C53E38015676282F14E2AAF025F6C5,D4686840675436000E9B33B8A58193B9406ADDA3,103CC3FC5E90C04EE208BD0716DC889552926EF8,FC9402FF4B53B8B72624C7FB28DDE49797EF474B,671C08BB55C1C242DC5A342889CD8C0071893FF9,76D9967474B62835E703A577101D1FD35F84D36B,9C87B7B7B0E79B4BE81D72C6B68F7122BCB04EEC,9797557328079BB3D3E588DAD873F0EA6C098C10,CDA3887D2F0865E84BAC9C8241D4B5FF39591D28,65185BC275EB9232A2DFF23BEB4EAA075BDAD3CE,B4775B0FEBDFE023D6E24748BDD0B39F8366A8DD,E12D86AC279259CBB0CC1D2C5DA9FADE3FD8D24F,ADA6B3B2DE3BB2686DBEF1543C309D10D23EC2CC,66843E34B5A0CC0D4FFACE4C928D200753D4B9D3,D5D3EB2E5E2360782FAFAB7C0B3C45BFFB1587AB,3D42458DD811C921CDA2A080FB018CBBA2B91CFD,EE50044D5EE07FA2C2CC94F1A81D2B6DADC103EB,54443EF34125BDBDF74D8E1FD1EC3857160EF3CC,AA77A443F849606A4A8EB1639752068C1A2EEA5E,71F5F0A14FA5CA88122A26569B0C3A9E3C6E5CAF,7EEBC8E086DB6453F77954C44C94D6FB6F0A625E,214752CFB2CD5CB00EC625739C224AA406226D0E,55EACF6E14726E13F973903614087867404DF2CA,E1A48ED16EB660BE4F259E0E3A62B8BE56F41E36,97075D998C11771B38AAA0ACFBFDF09EED078BC9,87AD83AC8C84ABE5D8890E4DFE407F17BCD42B4E,F6EBCC201A051C2106A6F0CD95A452C843BA4F14,D02B29F69E6BFC3E241F38162E82EE4C78D8DDA9,D0639638EF73670D4813E9D034F4499667B3BE7E,361FD80BB7893C4B4104D0D7A8C931F362D170D8,1FE501A7E4CF0498BB3AB22F64D412C813F81119,DB5EF3A174014515A046E80E3164E22414123614,BACE01F066D7C3344AA194E1A1B6FBF6FE8EBE1C,BE4D9D67579D9E9ECFD32B39AB2EAF988FA7A956,C759989AB500EDF629C4CED1267CA30F660E4024,42890EEA7E9B02890605135356D90B6433A47749,CC05882978FC5FDD6A7721687E14C0299AE004B8,305013CCA69866DA942265649D56B57D4F2545CC,7B0DE97C082AE7911928004FE8B145AA1FF56038,C43B466D9C3A60859B66A48E0B54C662BC701FB5,8C7E66C0416A002CFCF1A99F88F33FCC8F599944,59CC9F852235473DF57BCEF37C60F3A29DB36811,1501A996ED5577FC65D57F92ACC8E15CE6B7DFAD,87D9AEADEB9E7EA51FBAB0FD07FC5BEDCF7AD384,52EA1C24DA94C67A8FED7C46E18A1CFC476D5717,F29C3DB00F73F75D84B7DFDC7787BF78A91C6A81,003E6F7A2FD88BAA3E2117945671FE0D994E171D,4D6E16E3F7D89E8D839F716893D6A1F81C9F956D,7A6A631756F2B240CBDFA81DF654DABA599C0F33,0385B199514F483871B7B801A923BF53977B2916,C96B7A46D3E26FADD6B8B9393D2EE0318AFBA7EE,B59B63331FD2120C89BF2E7DD657E7F9AA090A1D,0B8F81F6A82C6B3708D6192C2AD1B53209E04F6C,6D9D14A2729BA5F02AF203ABAFD5CE8284DD2670,9B54909B390DDDE5EC01413630450C9044EF8E2E,7E060283BE404E1E80CE738DDCC6C12F9EDE0113,292B3711E4423C2F47B7BE58BF72EF2BD0770CF0,E63597E3F46F3A8C82379A72D37FD7D280E832FA,24FB157F1CBAE56079359C2612FE67712CE96426,A2E373DC0894BC0CD0F5C7A8ECF22F1F9E8F5579,16625311355C4993FDA69D218875CAEB783F66D5,03EABFB8409C4F62A732A3D728ACAA2E13403F50,52479C885E73D2F570D47E5F0433785051350DD1,D9448D1A507A0F792C25F4FEAE01DDBC4748CA82,A1B94806551D25A8B9C4B550EBEC1E9B19611A35,98051EE9D111826D0A03BBDD0334C7C246FC4636,95E3F1574DDB503F0380D98A976E0CF8469B874F,5BED074FAD72B341DE26B43628F2FE0917AC1D63,79FA40E44DECB3893E3646B58AA13C7FE898BE91,5A22861F57F12829B68A022FB805685A4E5850C3,FDE7B9EDA5E8D918BA04235FA304AA3CE82C04C1,96884BE29D4D231AFB90D034748286D51A6BE943,7A74EB2298B26CC9F30C1C682A5C0DE209EE3687,35D295C1BA718DA91BFE341AC3DE09B7966921C9,57D2C0F208DE8B603DA6C9B75CD95C32597BE348,23D4A4484D4D868427369088C4D0A2E56DAAF465,74E05D7EAFA7BBEA4B22A2AFFBB1CA6F97470B35,5DEFF454EB30618FA2B978D9FF1C8B523311F1D1,87E92A42607017088F85061E20727BE3CFF61999,8A73C4B75E360FF191B844A61B8845A0AD65D208,8F7B51C1E8520E0BFA894ED83213E45DEB10E156,60DFD976E9B748B1E1F06FD7B6809A370BD3A302,E77FE2A0D7784F9CE575D35F09FBB33BB05CC9EB,E2CDB3113C0392603810E16929C86C013A46F540,DDF94D41B15E7A77122259D83B2BDCF474540337,3558238D72FAC0A40B276D8F238CDF28BE16B4AA,F7DF9EF920DFBCDCA1F382151685A69500BAF630,9B2D81FF1268365847546044CBAD688382D6B664,F54306AE4536A8818B3BCB46D156403FCE944650,0E311E3634B0F6F5959F9394577233D6882625D0,7B24FEE1E6153D765DD696B7DC3588A38A6DF57D,61DDA93355D0ED14AD0F01DF9657F1D922FD8A08,3CC44C72DFD38D8538F1AC2443E540CCA730261C,874FBE7FC240F1F43FA54F82F94017D55BA9A4DF,B45362A682176E95B35B2084405D4F50A77F9CCA,FD9B65D22E19A8A6D34E02491CCDA7F4D0C48BC5,92E7331517D289430B70AB407BF9FA797403A470,93F3ACB2D3DD657C069E80405D37CEFCE5DEB2AC,8951CFD2B94DE0CF7BFF747C367F85095B83EB28,6B1CC4FF7E65DDAEA347F0DBA0DE8911139D3241,279009E814C0F2CE0B21E565512DBF4DCE9923C3,6406B7B10A978323E679E226F0D3546E0470B864,BF4F4707754A93FC8B10B4CA1DF98A043B776ADF,F649FD83C9557B080DBA654B506634F8AD87555F,1221F0F28823F9D5239F0B2CB9575944AA23E61A,616BA35C85E60F6C7F5AE9E5FD0843378D130F8E,C56B6EDB0F598797F625C717A740658CFDE49F86,7149CA24B79EE0E073B9ED04C232A9E9753FBAC9,5DEF681F8F155ACB4939294C20DF4FF00E8680B4
111512,2022/11/15 00:04:50,NEW_VALSET,313EE6AD1060A88EEDF43D1B913FFA97DA4C8D7A87B6303B29A4F72F8FCB6F2E,D3246C358CE4D17A4A1BC6E4A7F70CC4DD7C49AB056BCE182EA5BD810979A98D,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104252,670100004,20,30,20,0,40,0,427,30,30,20,29,103,784,29,300,20,30,30,35,20,30,30,21,30,20,30,30,30,30,36,20,30,50,30,27,30,29,20,30,30,30,30,30,30,0,0,30,30,30,30,20,30,20,30,28,30,20,26,0,20,310,20,20,30,20,0,30,20,31,30,30,0,30,0,30,20,20,20,30,0,30,30,20,30,20,30,30,30,26,20,0,30,20,0,30,28,20,30,30,29,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111548,2022/11/15 00:07:52,NEW_VALSET,B335277258A7894450D9C84E43A8DFC81AA9E162B2F5C0278C5864B20CB430D9,67DDA0DB2C0F6B911B4A8D74C34BA4F055C768307F8D9A09BC6AA689D6786A15,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104254,670100004,20,30,20,0,40,0,427,30,30,20,29,103,784,29,300,20,30,30,35,20,30,30,21,30,20,30,30,30,30,36,20,30,50,30,29,30,29,20,30,30,30,30,30,30,0,0,30,30,30,30,20,30,20,30,28,30,20,26,0,20,310,20,20,30,20,0,30,20,31,30,30,0,30,0,30,20,20,20,30,0,30,30,20,30,20,30,30,30,26,20,0,30,20,0,30,28,20,30,30,29,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111584,2022/11/15 00:10:54,NEW_VALSET,DCD8C1D2C35C3C14D90000AB2939604A1A204E24A2E87A689EBD4CE7D1285DA0,CBC564D2AD48A0BFD579005C357F073B005AED8BAAC7880C30F03BAE97032D2C,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104255,670100004,20,30,20,0,40,0,427,30,30,20,29,103,784,29,300,20,30,30,35,20,30,30,21,30,20,30,30,30,30,36,20,30,50,30,30,30,29,20,30,30,30,30,30,30,0,0,30,30,30,30,20,30,20,30,28,30,20,26,0,20,310,20,20,30,20,0,30,20,31,30,30,0,30,0,30,20,20,20,30,0,30,30,20,30,20,30,30,30,26,20,0,30,20,0,30,28,20,30,30,29,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111656,2022/11/15 00:16:57,NEW_VALSET,2C82FEFA34E5F4B35F4CE544851E67EE1C10EB2295205CE197FA1168FC691B86,2DBC357FA19D4491B13FDC10E3A60180B8C91B37B36C5EAB33D2D9456501C2FC,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104256,670100004,20,30,20,0,40,0,427,30,30,20,29,103,784,29,300,20,30,30,35,21,30,30,21,30,20,30,30,30,30,36,20,30,50,30,30,30,29,20,30,30,30,30,30,30,0,0,30,30,30,30,20,30,20,30,28,30,20,26,0,20,310,20,20,30,20,0,30,20,31,30,30,0,30,0,30,20,20,20,30,0,30,30,20,30,20,30,30,30,26,20,0,30,20,0,30,28,20,30,30,29,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111692,2022/11/15 00:19:58,NEW_VALSET,7FF82E75ABE673A918083A7C5796AC41F1D1ACDA5F6AA3ECE0079AAF72226F04,0CF3C8B00D694AAE4AA43B8A564313A63BB14B2B374F4B2E8C7E8421531FD080,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104262,670100004,20,30,20,0,40,0,427,30,30,20,29,103,784,29,300,20,30,30,35,27,30,30,21,30,20,30,30,30,30,36,20,30,50,30,30,30,29,20,30,30,30,30,30,30,0,0,30,30,30,30,20,30,20,30,28,30,20,26,0,20,310,20,20,30,20,0,30,20,31,30,30,0,30,0,30,20,20,20,30,0,30,30,20,30,20,30,30,30,26,20,0,30,20,0,30,28,20,30,30,29,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111728,2022/11/15 00:23:00,NEW_VALSET,8BD8C31155FF09D671543E306E8F07C591C38D8EA9B5620C2C29BE21C772C5AA,D67E1817ED1F8C3C3BFF2E986F3FFE11884518E45EDF2585B261C465CF5648A2,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104264,670100004,20,30,20,0,40,0,427,30,30,20,29,103,784,29,300,20,30,30,35,29,30,30,21,30,20,30,30,30,30,36,20,30,50,30,30,30,29,20,30,30,30,30,30,30,0,0,30,30,30,30,20,30,20,30,28,30,20,26,0,20,310,20,20,30,20,0,30,20,31,30,30,0,30,0,30,20,20,20,30,0,30,30,20,30,20,30,30,30,26,20,0,30,20,0,30,28,20,30,30,29,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111764,2022/11/15 00:26:02,NEW_VALSET,96AE9AFDD41589EF2F156350482081455CDB3CEA8DFC9377D923E207159EABC7,FFEE95A41D6B9EE6F8EEBEBB9EB0220F952ADE69B9A968DB9FD6990F4AFB07FB,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104265,670100004,20,30,20,0,40,0,427,30,30,20,29,103,784,29,300,20,30,30,35,30,30,30,21,30,20,30,30,30,30,36,20,30,50,30,30,30,29,20,30,30,30,30,30,30,0,0,30,30,30,30,20,30,20,30,28,30,20,26,0,20,310,20,20,30,20,0,30,20,31,30,30,0,30,0,30,20,20,20,30,0,30,30,20,30,20,30,30,30,26,20,0,30,20,0,30,28,20,30,30,29,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111836,2022/11/15 00:32:05,NEW_VALSET,8A430D069A42606AC767707F823833E06CFCB5FD24ED99DA418C7F25D36D363B,C51F74E44FD54623FE2A8A8888DC42CA5D715EBFB1BB9C5DBDD7C84AF5E0346C,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104266,670100004,20,30,20,0,40,0,427,30,30,20,29,103,784,29,300,20,30,30,35,30,30,30,21,30,21,30,30,30,30,36,20,30,50,30,30,30,29,20,30,30,30,30,30,30,0,0,30,30,30,30,20,30,20,30,28,30,20,26,0,20,310,20,20,30,20,0,30,20,31,30,30,0,30,0,30,20,20,20,30,0,30,30,20,30,20,30,30,30,26,20,0,30,20,0,30,28,20,30,30,29,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111872,2022/11/15 00:35:06,NEW_VALSET,AB0368CA2FE33B75A97E4FBDCECA109C92AC497A42899C39C100B1E4906BDF39,A9E802AD652DD9203B1613047982DDD0F908D918A7409F2448E850556CD85175,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104272,670100004,20,30,20,0,40,0,427,30,30,20,29,103,784,29,300,20,30,30,35,30,30,30,21,30,27,30,30,30,30,36,20,30,50,30,30,30,29,20,30,30,30,30,30,30,0,0,30,30,30,30,20,30,20,30,28,30,20,26,0,20,310,20,20,30,20,0,30,20,31,30,30,0,30,0,30,20,20,20,30,0,30,30,20,30,20,30,30,30,26,20,0,30,20,0,30,28,20,30,30,29,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111908,2022/11/15 00:38:08,NEW_VALSET,25A09ACC04F7419653842774DFEC614C505D1FFB52DED0562F06740882F14724,1898276049311CD20661BACDCB831515CB041978546A1921D47FC56E7FFB0B70,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104274,670100004,20,30,20,0,40,0,427,30,30,20,29,103,784,29,300,20,30,30,35,30,30,30,21,30,29,30,30,30,30,36,20,30,50,30,30,30,29,20,30,30,30,30,30,30,0,0,30,30,30,30,20,30,20,30,28,30,20,26,0,20,310,20,20,30,20,0,30,20,31,30,30,0,30,0,30,20,20,20,30,0,30,30,20,30,20,30,30,30,26,20,0,30,20,0,30,28,20,30,30,29,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111944,2022/11/15 00:41:10,NEW_VALSET,3EE736BEBE40E6D590E433E68D23682FF38C32803591D1E7E7501AF15CC16C7A,112115FB9C1547E0C39E3AC12CDB829BF70CDA5583C5784C185F997CA694DC75,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104275,670100004,20,30,20,0,40,0,427,30,30,20,29,103,784,29,300,20,30,30,35,30,30,30,21,30,30,30,30,30,30,36,20,30,50,30,30,30,29,20,30,30,30,30,30,30,0,0,30,30,30,30,20,30,20,30,28,30,20,26,0,20,310,20,20,30,20,0,30,20,31,30,30,0,30,0,30,20,20,20,30,0,30,30,20,30,20,30,30,30,26,20,0,30,20,0,30,28,20,30,30,29,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112016,2022/11/15 00:47:13,NEW_VALSET,58297348F5DA00F414E01A091B3AA4C0EE0F971E7436F332391584E6A19BEEF7,1765261A12E510244B60EDC67CBD04C86B12C6F4C3CBC3AEBDBD9785F3381704,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104276,670100004,20,30,20,0,40,0,427,30,30,20,29,103,784,29,300,20,30,30,35,30,30,30,21,30,30,30,30,30,30,36,20,30,50,30,30,30,29,20,30,30,30,30,30,30,0,0,30,30,30,30,20,30,20,30,28,30,20,26,0,20,310,20,20,30,20,0,30,20,31,30,30,0,30,0,30,20,20,20,30,0,30,30,20,30,20,30,30,30,26,20,0,30,20,0,30,28,21,30,30,29,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112052,2022/11/15 00:50:15,NEW_VALSET,8A26A6F24482693B552D3378A251D93AEB393E2DF457EA60FD071C0305F88B1E,446197F15FBC2F33C448D8603381AAFD094496AC5FD29BE78AAF8FDA9A4D8EC0,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104282,670100004,20,30,20,0,40,0,427,30,30,20,29,103,784,29,300,20,30,30,35,30,30,30,21,30,30,30,30,30,30,36,20,30,50,30,30,30,29,20,30,30,30,30,30,30,0,0,30,30,30,30,20,30,20,30,28,30,20,26,0,20,310,20,20,30,20,0,30,20,31,30,30,0,30,0,30,20,20,20,30,0,30,30,20,30,20,30,30,30,26,20,0,30,20,0,30,28,27,30,30,29,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112088,2022/11/15 00:53:17,NEW_VALSET,59A150F89200AD74E7A2A7AA1FCB684037D123EA8489A7B25FFD43160714C998,5B4BAA1676D8025B2F9D766DAB130463C9D0902A5D5B75A633D29DD167BF5B6E,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104284,670100004,20,30,20,0,40,0,427,30,30,20,29,103,784,29,300,20,30,30,35,30,30,30,21,30,30,30,30,30,30,36,20,30,50,30,30,30,29,20,30,30,30,30,30,30,0,0,30,30,30,30,20,30,20,30,28,30,20,26,0,20,310,20,20,30,20,0,30,20,31,30,30,0,30,0,30,20,20,20,30,0,30,30,20,30,20,30,30,30,26,20,0,30,20,0,30,28,29,30,30,29,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112124,2022/11/15 00:56:18,NEW_VALSET,D64A09F335B8B63025B7D2D17600A1C4FED8BDE6D0D16BAF77562DBF32398CAD,5F62D7D477DB559D4EED5A3680E1BFA06F945F30B7162B85829734A60CB2041D,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104285,670100004,20,30,20,0,40,0,427,30,30,20,29,103,784,29,300,20,30,30,35,30,30,30,21,30,30,30,30,30,30,36,20,30,50,30,30,30,29,20,30,30,30,30,30,30,0,0,30,30,30,30,20,30,20,30,28,30,20,26,0,20,310,20,20,30,20,0,30,20,31,30,30,0,30,0,30,20,20,20,30,0,30,30,20,30,20,30,30,30,26,20,0,30,20,0,30,28,30,30,30,29,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112196,2022/11/15 01:02:22,NEW_VALSET,E7BA232A0AE98601916EF754A08D5533E26C096735B86AF503FD004B0D63F5ED,87A189C2C6459EE397272D763512E6B7FD01787E7FE9DB01CFBB615DBDF243DC,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104286,670100004,20,30,20,0,40,0,427,30,30,20,29,103,784,29,300,20,30,30,35,30,30,30,21,30,30,30,30,30,30,36,20,30,50,30,30,30,29,20,30,30,30,30,30,30,0,0,30,30,30,30,20,30,20,30,28,30,20,26,0,20,310,20,20,30,20,0,30,20,31,30,30,0,30,0,30,20,20,20,30,0,30,30,20,30,20,30,30,30,26,20,0,30,21,0,30,28,30,30,30,29,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112232,2022/11/15 01:05:23,NEW_VALSET,CB5C7BB3F02415873B982D210CDCB3D22E1C100CF941ABB9D11F29A484972A65,ACD6171FE1DF02187522284C8594EF1DF976F6C601AF9A05DCAB4211BE02E12E,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104292,670100004,20,30,20,0,40,0,427,30,30,20,29,103,784,29,300,20,30,30,35,30,30,30,21,30,30,30,30,30,30,36,20,30,50,30,30,30,29,20,30,30,30,30,30,30,0,0,30,30,30,30,20,30,20,30,28,30,20,26,0,20,310,20,20,30,20,0,30,20,31,30,30,0,30,0,30,20,20,20,30,0,30,30,20,30,20,30,30,30,26,20,0,30,27,0,30,28,30,30,30,29,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112268,2022/11/15 01:08:25,NEW_VALSET,2E2FFC8364D9C9F51703F63A17D4213EB6B238F2153FE8BD70840643D0ED5177,83CEF8F274CC85445231B08070F1F9A89907988DA649E2E4F2FCE5BDAA4080C3,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104294,670100004,20,30,20,0,40,0,427,30,30,20,29,103,784,29,300,20,30,30,35,30,30,30,21,30,30,30,30,30,30,36,20,30,50,30,30,30,29,20,30,30,30,30,30,30,0,0,30,30,30,30,20,30,20,30,28,30,20,26,0,20,310,20,20,30,20,0,30,20,31,30,30,0,30,0,30,20,20,20,30,0,30,30,20,30,20,30,30,30,26,20,0,30,29,0,30,28,30,30,30,29,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112304,2022/11/15 01:11:26,NEW_VALSET,FF8E64C04BE33A36CD2C8F511277F01C43544DFB8B9194F2E02C23A103F18975,F37283B15DEF37AF5A59E2C37B16E291A0062216BA5D3C76EC82E816DB9E0A6E,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104295,670100004,20,30,20,0,40,0,427,30,30,20,29,103,784,29,300,20,30,30,35,30,30,30,21,30,30,30,30,30,30,36,20,30,50,30,30,30,29,20,30,30,30,30,30,30,0,0,30,30,30,30,20,30,20,30,28,30,20,26,0,20,310,20,20,30,20,0,30,20,31,30,30,0,30,0,30,20,20,20,30,0,30,30,20,30,20,30,30,30,26,20,0,30,30,0,30,28,30,30,30,29,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112376,2022/11/15 01:17:30,NEW_VALSET,FB868359A97217D45EA014869D57C274646D56F9AD73BDEAD7B41C3D6ABBA868,3B1D3A6AE685DF34C5B4C9F98391E5FCDC8ECE92B72713896AEFFA1C1CE10E74,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104296,670100004,20,30,20,0,40,0,427,30,30,20,29,103,784,29,300,20,30,30,35,30,30,30,21,30,30,30,30,30,30,36,20,30,50,30,30,30,29,20,30,30,30,30,30,30,0,0,30,30,30,30,20,30,20,30,28,30,20,26,0,20,310,20,20,30,20,0,30,20,31,30,30,0,30,0,30,20,20,20,30,0,30,30,21,30,20,30,30,30,26,20,0,30,30,0,30,28,30,30,30,29,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112412,2022/11/15 01:20:31,NEW_VALSET,2CCC619F2846A01F6B5B7E11B4FE7F652CA911B22F4B510433E3D32CE63E16A4,7AA1A75BEDD1CEC56A2F4215E0D33A4145B0FBE275EA1AA6AEDD55D6CBCF0DAC,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104302,670100004,20,30,20,0,40,0,427,30,30,20,29,103,784,29,300,20,30,30,35,30,30,30,21,30,30,30,30,30,30,36,20,30,50,30,30,30,29,20,30,30,30,30,30,30,0,0,30,30,30,30,20,30,20,30,28,30,20,26,0,20,310,20,20,30,20,0,30,20,31,30,30,0,30,0,30,20,20,20,30,0,30,30,27,30,20,30,30,30,26,20,0,30,30,0,30,28,30,30,30,29,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112448,2022/11/15 01:23:33,NEW_VALSET,FEE5CBBD8FDC94879781BC6A87FC1B397884928FD7A6B2ECD173228F9DBD9214,D31FB249D846A76DE86287028037EF8DA57B5CA9E6D253B2AF41679CDB702E12,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104304,670100004,20,30,20,0,40,0,427,30,30,20,29,103,784,29,300,20,30,30,35,30,30,30,21,30,30,30,30,30,30,36,20,30,50,30,30,30,29,20,30,30,30,30,30,30,0,0,30,30,30,30,20,30,20,30,28,30,20,26,0,20,310,20,20,30,20,0,30,20,31,30,30,0,30,0,30,20,20,20,30,0,30,30,29,30,20,30,30,30,26,20,0,30,30,0,30,28,30,30,30,29,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112484,2022/11/15 01:26:35,NEW_VALSET,2F939B6F60C230E1CC9A29A75821B95E10A6A54ED64CCFA1744C1E9B110B0333,0F76648F84327D325E3F672D27F238721F12BAA8EE5884F98B52777DBB948C8A,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104305,670100004,20,30,20,0,40,0,427,30,30,20,29,103,784,29,300,20,30,30,35,30,30,30,21,30,30,30,30,30,30,36,20,30,50,30,30,30,29,20,30,30,30,30,30,30,0,0,30,30,30,30,20,30,20,30,28,30,20,26,0,20,310,20,20,30,20,0,30,20,31,30,30,0,30,0,30,20,20,20,30,0,30,30,30,30,20,30,30,30,26,20,0,30,30,0,30,28,30,30,30,29,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112556,2022/11/15 01:32:38,NEW_VALSET,D801CDBEE9A68CC3C75725436BAB31E67BBB5AE5F2EE1FC489870683AFD2EA13,1F6BB4336EB7AF04E71FF040BE7DA5250764206B50A2B75A6726FF9EDF80A098,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104306,670100004,20,30,20,0,40,0,427,30,30,20,29,103,784,29,300,20,30,30,35,30,30,30,21,30,30,30,30,30,30,36,20,30,50,30,30,30,29,20,30,30,30,30,30,30,0,0,30,30,30,30,20,30,20,30,28,30,20,26,0,20,310,20,20,30,20,0,30,20,31,30,30,0,30,0,30,20,20,20,30,0,30,30,30,30,21,30,30,30,26,20,0,30,30,0,30,28,30,30,30,29,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112592,2022/11/15 01:35:40,NEW_VALSET,DF5BC57898AAEEEB1221DEC553F28370EBDB2E5575E1C427565DC2168CBFB260,3C1AD2CD9F6A1B520448299A24A18CE001945765FCE3A370D731ADAEC8DBF3FD,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104312,670100004,20,30,20,0,40,0,427,30,30,20,29,103,784,29,300,20,30,30,35,30,30,30,21,30,30,30,30,30,30,36,20,30,50,30,30,30,29,20,30,30,30,30,30,30,0,0,30,30,30,30,20,30,20,30,28,30,20,26,0,20,310,20,20,30,20,0,30,20,31,30,30,0,30,0,30,20,20,20,30,0,30,30,30,30,27,30,30,30,26,20,0,30,30,0,30,28,30,30,30,29,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112627,2022/11/15 01:38:37,NEW_VALSET,96CFFC9E5B3A18B4F013AC38246830906C3F5859FAB3482082F5F83CA8168752,5B55EF34AA0F9B894FB649BBB60C14C5678BBC793CFD6EE0974E0970D5677481,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104314,670100004,20,30,20,0,40,0,427,30,30,20,29,103,784,29,300,20,30,30,35,30,30,30,21,30,30,30,30,30,30,36,20,30,50,30,30,30,29,20,30,30,30,30,30,30,0,0,30,30,30,30,20,30,20,30,28,30,20,26,0,20,310,20,20,30,20,0,30,20,31,30,30,0,30,0,30,20,20,20,30,0,30,30,30,30,29,30,30,30,26,20,0,30,30,0,30,28,30,30,30,29,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
