block_height,block_time,comment,validators_hash,computed_hash,proposer_address,total_vp,6A3CACEAEA586C9AF3051249D6FF34942835DF10,0DA35960AC73947F415949EDAF885E1A9A186370,9901CCDA42B948EDDC835FB5C8AB06730A9C23CD,F29C3DB00F73F75D84B7DFDC7787BF78A91C6A81,A3A9B9712869F224F4F1F3CB3DE5D039D6268F21,B5B358B6B17052E2E1A00B8ED78127FFDFF584AF,CD0DA85F510345EAECB73AEED6E3C2C65AD27E53,54443EF34125BDBDF74D8E1FD1EC3857160EF3CC,103CC3FC5E90C04EE208BD0716DC889552926EF8,F98B3014AF2F2A5C8852263D65A0B679FB799B8C,1501A996ED5577FC65D57F92ACC8E15CE6B7DFAD,3B9916B501C53E38015676282F14E2AAF025F6C5,8A73C4B75E360FF191B844A61B8845A0AD65D208,52479C885E73D2F570D47E5F0433785051350DD1,FC9402FF4B53B8B72624C7FB28DDE49797EF474B,D5D3EB2E5E2360782FAFAB7C0B3C45BFFB1587AB,24FB157F1CBAE56079359C2612FE67712CE96426,95E3F1574DDB503F0380D98A976E0CF8469B874F,003E6F7A2FD88BAA3E2117945671FE0D994E171D,0385B199514F483871B7B801A923BF53977B2916,03EABFB8409C4F62A732A3D728ACAA2E13403F50,056EBA066FB6355FE6B81FDF375C1CDDF5BEBBC6,0B8F81F6A82C6B3708D6192C2AD1B53209E04F6C,16625311355C4993FDA69D218875CAEB783F66D5,1E3AFDD98E0E1AEB50E7E7BE7BB78B71AB9FE1BA,1FE501A7E4CF0498BB3AB22F64D412C813F81119,292B3711E4423C2F47B7BE58BF72EF2BD0770CF0,305013CCA69866DA942265649D56B57D4F2545CC,361FD80BB7893C4B4104D0D7A8C931F362D170D8,3D42458DD811C921CDA2A080FB018CBBA2B91CFD,41AA5DF98BDB8A809B956A7925CF21FA905D08DD,42890EEA7E9B02890605135356D90B6433A47749,4544EF788285E35826DB28EC62FD704554CC7156,4D6E16E3F7D89E8D839F716893D6A1F81C9F956D,52EA1C24DA94C67A8FED7C46E18A1CFC476D5717,55EACF6E14726E13F973903614087867404DF2CA,59CC9F852235473DF57BCEF37C60F3A29DB36811,5BED074FAD72B341DE26B43628F2FE0917AC1D63,65185BC275EB9232A2DFF23BEB4EAA075BDAD3CE,66843E34B5A0CC0D4FFACE4C928D200753D4B9D3,671C08BB55C1C242DC5A342889CD8C0071893FF9,6D9D14A2729BA5F02AF203ABAFD5CE8284DD2670,71F5F0A14FA5CA88122A26569B0C3A9E3C6E5CAF,74E05D7EAFA7BBEA4B22A2AFFBB1CA6F97470B35,76D9967474B62835E703A577101D1FD35F84D36B,79FA40E44DECB3893E3646B58AA13C7FE898BE91,7A6A631756F2B240CBDFA81DF654DABA599C0F33,7B0DE97C082AE7911928004FE8B145AA1FF56038,7E060283BE404E1E80CE738DDCC6C12F9EDE0113,7EEBC8E086DB6453F77954C44C94D6FB6F0A625E,87AD83AC8C84ABE5D8890E4DFE407F17BCD42B4E,87E92A42607017088F85061E20727BE3CFF61999,8C7E66C0416A002CFCF1A99F88F33FCC8F599944,8F7B51C1E8520E0BFA894ED83213E45DEB10E156,96884BE29D4D231AFB90D034748286D51A6BE943,97075D998C11771B38AAA0ACFBFDF09EED078BC9,9797557328079BB3D3E588DAD873F0EA6C098C10,98051EE9D111826D0A03BBDD0334C7C246FC4636,9C87B7B7B0E79B4BE81D72C6B68F7122BCB04EEC,A1B94806551D25A8B9C4B550EBEC1E9B19611A35,A2E373DC0894BC0CD0F5C7A8ECF22F1F9E8F5579,AA77A443F849606A4A8EB1639752068C1A2EEA5E,B59B63331FD2120C89BF2E7DD657E7F9AA090A1D,C43B466D9C3A60859B66A48E0B54C662BC701FB5,D4686840675436000E9B33B8A58193B9406ADDA3,D656D8F9C06C6F153CA1727CE3EBB05BF1567438,D9448D1A507A0F792C25F4FEAE01DDBC4748CA82,DB5EF3A174014515A046E80E3164E22414123614,DC00DA048EC40BF29530626601840B18F48AC8A5,E12D86AC279259CBB0CC1D2C5DA9FADE3FD8D24F,E1A48ED16EB660BE4F259E0E3A62B8BE56F41E36,E63597E3F46F3A8C82379A72D37FD7D280E832FA,EE50044D5EE07FA2C2CC94F1A81D2B6DADC103EB,F6EBCC201A051C2106A6F0CD95A452C843BA4F14,214752CFB2CD5CB00EC625739C224AA406226D0E,23D4A4484D4D868427369088C4D0A2E56DAAF465,57D2C0F208DE8B603DA6C9B75CD95C32597BE348,5DEFF454EB30618FA2B978D9FF1C8B523311F1D1,7A74EB2298B26CC9F30C1C682A5C0DE209EE3687,FDE7B9EDA5E8D918BA04235FA304AA3CE82C04C1,35D295C1BA718DA91BFE341AC3DE09B7966921C9,5A22861F57F12829B68A022FB805685A4E5850C3,D0639638EF73670D4813E9D034F4499667B3BE7E,9B54909B390DDDE5EC01413630450C9044EF8E2E,ADA6B3B2DE3BB2686DBEF1543C309D10D23EC2CC,B4775B0FEBDFE023D6E24748BDD0B39F8366A8DD,BACE01F066D7C3344AA194E1A1B6FBF6FE8EBE1C,BE4D9D67579D9E9ECFD32B39AB2EAF988FA7A956,C02344F67415074C43EA1B5B2063FC996329C6E1,C759989AB500EDF629C4CED1267CA30F660E4024,C96B7A46D3E26FADD6B8B9393D2EE0318AFBA7EE,CA799C8A8079B5BAC07CBCF77C94CA050CB4CB80,CC05882978FC5FDD6A7721687E14C0299AE004B8,CDA3887D2F0865E84BAC9C8241D4B5FF39591D28,D02B29F69E6BFC3E241F38162E82EE4C78D8DDA9,60DFD976E9B748B1E1F06FD7B6809A370BD3A302,E77FE2A0D7784F9CE575D35F09FBB33BB05CC9EB,E2CDB3113C0392603810E16929C86C013A46F540,DDF94D41B15E7A77122259D83B2BDCF474540337,3558238D72FAC0A40B276D8F238CDF28BE16B4AA,F7DF9EF920DFBCDCA1F382151685A69500BAF630,9B2D81FF1268365847546044CBAD688382D6B664,F54306AE4536A8818B3BCB46D156403FCE944650,0E311E3634B0F6F5959F9394577233D6882625D0,7B24FEE1E6153D765DD696B7DC3588A38A6DF57D,61DDA93355D0ED14AD0F01DF9657F1D922FD8A08,3CC44C72DFD38D8538F1AC2443E540CCA730261C,874FBE7FC240F1F43FA54F82F94017D55BA9A4DF,B45362A682176E95B35B2084405D4F50A77F9CCA,FD9B65D22E19A8A6D34E02491CCDA7F4D0C48BC5,92E7331517D289430B70AB407BF9FA797403A470,93F3ACB2D3DD657C069E80405D37CEFCE5DEB2AC,8951CFD2B94DE0CF7BFF747C367F85095B83EB28,6B1CC4FF7E65DDAEA347F0DBA0DE8911139D3241,279009E814C0F2CE0B21E565512DBF4DCE9923C3,6406B7B10A978323E679E226F0D3546E0470B864,BF4F4707754A93FC8B10B4CA1DF98A043B776ADF,F649FD83C9557B080DBA654B506634F8AD87555F,1221F0F28823F9D5239F0B2CB9575944AA23E61A,616BA35C85E60F6C7F5AE9E5FD0843378D130F8E,C56B6EDB0F598797F625C717A740658CFDE49F86,7149CA24B79EE0E073B9ED04C232A9E9753FBAC9,5DEF681F8F155ACB4939294C20DF4FF00E8680B4
39037,2022/11/13 21:15:17,NEW_VALSET:PCHEIGHT/92407,BF8897468F0A70C1FB59E290D2E6DE64581489A5F8FDB2900C927B0BCBA3A1B9,BC1616CB7148C3CD80ECB4F84F591CF97E0C193C60ABC402DE763DB271E1E738,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103780,670100004,784,427,310,300,103,40,29,30,20,26,20,20,20,25,24,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,20,20,20,20,28,20,29,20,20,20,20,20,20,20,30,29,0,20,20,20,27,26,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39073,2022/11/13 21:18:18,NEW_VALSET:PCHEIGHT/92443,3E7F8BB1DFB0B1DC069626C6835A3961A6B84FCA10A809660CA2DFC6558E81E2,B4CF899073260BCCD488154A9289D9C2ED933A1DA15A4926E92E7F96567B1452,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103782,670100004,784,427,310,300,103,40,29,30,20,26,20,20,20,25,24,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,20,20,20,20,28,20,29,20,20,20,20,20,20,20,30,29,0,20,20,20,29,26,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39109,2022/11/13 21:21:20,NEW_VALSET:PCHEIGHT/92479,1933949E96B50D04E3CBE7C940FB522B0A08B1DBB628C92A82A4657570E61CAC,717021A2DF8ECD964817F86E67A3A1141FC5C23A18E02B4FF680F53ABC5B05C4,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103783,670100004,784,427,310,300,103,40,29,30,20,26,20,20,20,25,24,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,20,20,20,20,28,20,29,20,20,20,20,20,20,20,30,29,0,20,20,20,30,26,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39180,2022/11/13 21:27:19,NEW_VALSET:PCHEIGHT/92550,51272961DAAB256FA471B63F1416A18F3D52ADD46764E1C49DBDCF2C77E9851C,C93ABF46CA5843D6D0D534335E03C8CA1F046C21A752E429ECA34809EDAA4A53,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103784,670100004,784,427,310,300,103,40,29,30,21,26,20,20,20,25,24,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,20,20,20,20,28,20,29,20,20,20,20,20,20,20,30,29,0,20,20,20,30,26,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39216,2022/11/13 21:30:21,NEW_VALSET:PCHEIGHT/92586,EBE35701AD5DB1959EB164954CEAED2B9671E6A0306757E2AD1786910CA8BFE4,9E721EB8936C1923C5215A379FCEF090590D3B252A020CB20A97717FFD23BD7F,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103785,670100004,784,427,310,300,103,40,29,30,22,26,20,20,20,25,24,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,20,20,20,20,28,20,29,20,20,20,20,20,20,20,30,29,0,20,20,20,30,26,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39252,2022/11/13 21:33:23,NEW_VALSET:PCHEIGHT/92622,82DCB358DA147E3E723320E85EE3F7BA08C784E18F7B29CD44328A3D504D0BC6,D7093A63A7145BED741406CB8BB39477C27D68BB3A922CBB3CA7B1232DF1B7BE,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103788,670100004,784,427,310,300,103,40,29,30,25,26,20,20,20,25,24,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,20,20,20,20,28,20,29,20,20,20,20,20,20,20,30,29,0,20,20,20,30,26,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39262,2022/11/13 21:34:14,NEW_VALSET:PCHEIGHT/92632,F74D4EAD05BF20FFD6C83CDC272474B52392EB0717FCF1640990264FDDAD5FDF,CA078FF1EC4248E5412FA33C0CC30BC77B08B1DF5D14FCE63A1D9C28D5116686,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103768,670100004,784,427,310,300,103,40,29,30,25,26,20,20,20,25,24,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,20,28,20,29,20,20,20,20,20,20,20,30,29,0,20,20,20,30,26,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39288,2022/11/13 21:36:25,NEW_VALSET:PCHEIGHT/92658,0CAD63C65C48325A9AE8886907715A3B4CEF6A8D905AE62160AD200C0D14AA6F,5BE47749C01D52F2077E63203BA8C39FF83231BE8F793419951DCA0325DE38C3,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103770,670100004,784,427,310,300,103,40,29,30,27,26,20,20,20,25,24,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,20,28,20,29,20,20,20,20,20,20,20,30,29,0,20,20,20,30,26,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39324,2022/11/13 21:39:27,NEW_VALSET:PCHEIGHT/92694,59B9D00150C4472EA629B76F7EA99FAFC53C8A95AA7E86B5163023BEC80341F9,14FA99125E2DC75DB29057690DBC3EDA12EA99D4823EAEB423DB541E47C7C4D6,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103772,670100004,784,427,310,300,103,40,29,30,29,26,20,20,20,25,24,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,20,28,20,29,20,20,20,20,20,20,20,30,29,0,20,20,20,30,26,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39360,2022/11/13 21:42:28,NEW_VALSET:PCHEIGHT/92730,ABEEB1601785DEE9707735B725F4EA1548A2FCEB285AD32A9A54372F198E055D,CFD382AE16F956D2DF0F874429C6CF0E0D53DA95E4CD2388A8EBEC6C07A09433,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103773,670100004,784,427,310,300,103,40,29,30,30,26,20,20,20,25,24,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,20,28,20,29,20,20,20,20,20,20,20,30,29,0,20,20,20,30,26,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39432,2022/11/13 21:48:32,NEW_VALSET:PCHEIGHT/92802,486851ACA8851D41CE7E925B507B46A579C5673D18A5B1F0A0C1103496924075,8352E65E7338AB9E51D549589EA0E7196D9CB3093FB84D4B2BC0624E66224716,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103774,670100004,784,427,310,300,103,40,29,30,30,26,20,20,20,25,24,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,20,28,20,29,20,20,20,20,20,20,21,30,29,0,20,20,20,30,26,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39468,2022/11/13 21:51:34,NEW_VALSET:PCHEIGHT/92838,257CF9D4D62FF047FC290E6A71CEB6278B4149135AD5C1E48E06492CBC3B86D5,C0AA84205E0FFB7C8BD2B67B1A4B7B0A1F1D3E8884FCCDF5518CE881D2DE1CB0,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103775,670100004,784,427,310,300,103,40,29,30,30,26,20,20,20,25,24,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,20,28,20,29,20,20,20,20,20,20,22,30,29,0,20,20,20,30,26,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39505,2022/11/13 21:54:40,NEW_VALSET:PCHEIGHT/92874,C40F7532FA4F16E5AD45A1509AC971070B7907FBE10E11063CABEA7C963AEA13,63F928BE189FBA75E570A93B76F575C788CD70D15AB8F044E52008BC83EAB4AD,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103778,670100004,784,427,310,300,103,40,29,30,30,26,20,20,20,25,24,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,20,28,20,29,20,20,20,20,20,20,25,30,29,0,20,20,20,30,26,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39541,2022/11/13 21:57:42,NEW_VALSET:PCHEIGHT/92910,251173E4F7786F304847D30AEE83861C46519DCB3A3A20B77918D574E1A8866A,63FC1F0E345361E832415AA748601B016DA3505C14B385056EDAC36CDB5DE807,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103780,670100004,784,427,310,300,103,40,29,30,30,26,20,20,20,25,24,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,20,28,20,29,20,20,20,20,20,20,27,30,29,0,20,20,20,30,26,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39577,2022/11/13 22:00:44,NEW_VALSET:PCHEIGHT/92946,825AE25BC175DFF63F05F19F0697D5D9A3AF8513FB5256EDBA9F222A836EC2D2,517660A0EAD449AC8D629D752725AC51BD6083566ED6B88438143B01B58C2B40,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103782,670100004,784,427,310,300,103,40,29,30,30,26,20,20,20,25,24,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,20,28,20,29,20,20,20,20,20,20,29,30,29,0,20,20,20,30,26,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39608,2022/11/13 22:03:20,NEW_VALSET:PCHEIGHT/92977,C551069AF815F74921DCF96FDFD58FC8100068C18E990EEB669272950D70A79D,C65E5CF74F795A91D49DAD82EA406956EB7994244D78C0425131667143F865A1,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103752,670100004,784,427,310,300,103,40,29,30,0,26,20,20,20,25,24,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,20,28,20,29,20,20,20,20,20,20,29,30,29,0,20,20,20,30,26,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39613,2022/11/13 22:03:46,NEW_VALSET:PCHEIGHT/92982,B7BBB6C7FEA3C01C5C4430B33ADCCC9AA0933A63B7123EF92057627CB9C15950,B1D16ED1722F26B3E2DD227D02D892B4698106530641D3B8FD8E4AC33767D607,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103753,670100004,784,427,310,300,103,40,29,30,0,26,20,20,20,25,24,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,20,28,20,29,20,20,20,20,20,20,30,30,29,0,20,20,20,30,26,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39684,2022/11/13 22:09:44,NEW_VALSET:PCHEIGHT/93053,9A1DC622D30A359C88224949B6148E22C9D5B883B8B244B813F6A20C6DBB719D,491DCDC249F95E5F1EC20A4298B0040CE1A3FD06547657639E4744C1C5661717,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103754,670100004,784,427,310,300,103,40,29,30,0,26,20,20,20,25,24,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,20,28,20,29,20,20,20,20,20,20,30,30,29,0,20,20,20,30,26,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39720,2022/11/13 22:12:46,NEW_VALSET:PCHEIGHT/93089,83E33D6CA9DB5753153341934B2E6BFA165A4724F9240BD4D4BA229FF298DACF,BA55A3237385B7959B897983A213B791909CD16604780F84A22F7F5EEA97BC8A,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103755,670100004,784,427,310,300,103,40,29,30,0,26,20,20,20,25,24,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,20,28,20,29,20,20,20,20,20,20,30,30,29,0,20,20,20,30,26,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39756,2022/11/13 22:15:48,NEW_VALSET:PCHEIGHT/93125,B6EDEE872E34A2BBD2659DDBC0741A79DF46C4DAD29FAEB518EC9BD1786DB530,DACB44F52ECC235CDC5A8764918940CAACD86868F07FD1CEA397E671E23C56B9,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103758,670100004,784,427,310,300,103,40,29,30,0,26,20,20,20,25,24,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,20,28,20,29,20,20,20,20,20,20,30,30,29,0,20,20,20,30,26,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39792,2022/11/13 22:18:49,NEW_VALSET:PCHEIGHT/93161,A0797B4CEC6B923FCDB391D525D928E16BE03675A53991A599C91DA01DC33A6B,072D9330159A54D1C11296B7EBE1AAEBBAACED1BC2FB80367BE5D0E963B5F424,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103760,670100004,784,427,310,300,103,40,29,30,0,26,20,20,20,25,24,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,20,28,20,29,20,20,20,20,20,20,30,30,29,0,20,20,20,30,26,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,27,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39828,2022/11/13 22:21:51,NEW_VALSET:PCHEIGHT/93197,F1DB348A28D62CC269D205FD479175F9426F94D0D1A616C0913C80382F396344,3D3ACA0CF56B51C5D307202D5A0975AEB304438E4CECE8BFE2F95B7812852E69,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103762,670100004,784,427,310,300,103,40,29,30,0,26,20,20,20,25,24,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,20,28,20,29,20,20,20,20,20,20,30,30,29,0,20,20,20,30,26,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,29,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39864,2022/11/13 22:24:53,NEW_VALSET:PCHEIGHT/93233,0E49CAF7271CA021FCDB5D0148DB63EAB934510902958C8D8C1A4167EDBF9478,DBF2E1522306D6F6FB0EF0B4DDACCCC411ADC95ED1A8739B8B88EF785B5863C1,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103763,670100004,784,427,310,300,103,40,29,30,0,26,20,20,20,25,24,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,20,28,20,29,20,20,20,20,20,20,30,30,29,0,20,20,20,30,26,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39936,2022/11/13 22:30:57,NEW_VALSET:PCHEIGHT/93305,A8F456D832E2509E6C3C3D12A321DA8D4A24D9ED2CBAD02DF744897CDDF959FA,2C371F44349F86FD77612B96A4040E73C67D9AC0AF8AF0EB07306D1CECE76904,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103764,670100004,784,427,310,300,103,40,29,30,0,26,20,20,20,25,24,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,20,28,20,29,20,20,20,20,20,21,30,30,29,0,20,20,20,30,26,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39972,2022/11/13 22:33:59,NEW_VALSET:PCHEIGHT/93341,3DE8757B790C6FD9A263A1BDC2C94474501DBBC6E0F0844A4403AC43640A556D,203C03921BA0E490964FA8424DD21BD46CB1EF15A81628071D6E5A1702A26053,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103765,670100004,784,427,310,300,103,40,29,30,0,26,20,20,20,25,24,0,20,20,20,20,20,20,20,29,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,0,20,20,20,28,20,29,20,20,20,20,20,22,30,30,29,0,20,20,20,30,26,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
