block_height,block_time,comment,validators_hash,computed_hash,proposer_address,total_vp,6A3CACEAEA586C9AF3051249D6FF34942835DF10,0DA35960AC73947F415949EDAF885E1A9A186370,9901CCDA42B948EDDC835FB5C8AB06730A9C23CD,F29C3DB00F73F75D84B7DFDC7787BF78A91C6A81,A3A9B9712869F224F4F1F3CB3DE5D039D6268F21,B5B358B6B17052E2E1A00B8ED78127FFDFF584AF,CD0DA85F510345EAECB73AEED6E3C2C65AD27E53,24FB157F1CBAE56079359C2612FE67712CE96426,54443EF34125BDBDF74D8E1FD1EC3857160EF3CC,103CC3FC5E90C04EE208BD0716DC889552926EF8,F98B3014AF2F2A5C8852263D65A0B679FB799B8C,1501A996ED5577FC65D57F92ACC8E15CE6B7DFAD,3B9916B501C53E38015676282F14E2AAF025F6C5,8A73C4B75E360FF191B844A61B8845A0AD65D208,52479C885E73D2F570D47E5F0433785051350DD1,FC9402FF4B53B8B72624C7FB28DDE49797EF474B,D5D3EB2E5E2360782FAFAB7C0B3C45BFFB1587AB,95E3F1574DDB503F0380D98A976E0CF8469B874F,003E6F7A2FD88BAA3E2117945671FE0D994E171D,0385B199514F483871B7B801A923BF53977B2916,03EABFB8409C4F62A732A3D728ACAA2E13403F50,056EBA066FB6355FE6B81FDF375C1CDDF5BEBBC6,0B8F81F6A82C6B3708D6192C2AD1B53209E04F6C,16625311355C4993FDA69D218875CAEB783F66D5,1E3AFDD98E0E1AEB50E7E7BE7BB78B71AB9FE1BA,1FE501A7E4CF0498BB3AB22F64D412C813F81119,292B3711E4423C2F47B7BE58BF72EF2BD0770CF0,305013CCA69866DA942265649D56B57D4F2545CC,361FD80BB7893C4B4104D0D7A8C931F362D170D8,3D42458DD811C921CDA2A080FB018CBBA2B91CFD,41AA5DF98BDB8A809B956A7925CF21FA905D08DD,42890EEA7E9B02890605135356D90B6433A47749,4544EF788285E35826DB28EC62FD704554CC7156,4D6E16E3F7D89E8D839F716893D6A1F81C9F956D,52EA1C24DA94C67A8FED7C46E18A1CFC476D5717,55EACF6E14726E13F973903614087867404DF2CA,59CC9F852235473DF57BCEF37C60F3A29DB36811,5BED074FAD72B341DE26B43628F2FE0917AC1D63,65185BC275EB9232A2DFF23BEB4EAA075BDAD3CE,66843E34B5A0CC0D4FFACE4C928D200753D4B9D3,671C08BB55C1C242DC5A342889CD8C0071893FF9,6D9D14A2729BA5F02AF203ABAFD5CE8284DD2670,71F5F0A14FA5CA88122A26569B0C3A9E3C6E5CAF,74E05D7EAFA7BBEA4B22A2AFFBB1CA6F97470B35,76D9967474B62835E703A577101D1FD35F84D36B,79FA40E44DECB3893E3646B58AA13C7FE898BE91,7A6A631756F2B240CBDFA81DF654DABA599C0F33,7B0DE97C082AE7911928004FE8B145AA1FF56038,7E060283BE404E1E80CE738DDCC6C12F9EDE0113,7EEBC8E086DB6453F77954C44C94D6FB6F0A625E,87AD83AC8C84ABE5D8890E4DFE407F17BCD42B4E,87E92A42607017088F85061E20727BE3CFF61999,8C7E66C0416A002CFCF1A99F88F33FCC8F599944,8F7B51C1E8520E0BFA894ED83213E45DEB10E156,96884BE29D4D231AFB90D034748286D51A6BE943,97075D998C11771B38AAA0ACFBFDF09EED078BC9,9797557328079BB3D3E588DAD873F0EA6C098C10,98051EE9D111826D0A03BBDD0334C7C246FC4636,9C87B7B7B0E79B4BE81D72C6B68F7122BCB04EEC,A1B94806551D25A8B9C4B550EBEC1E9B19611A35,A2E373DC0894BC0CD0F5C7A8ECF22F1F9E8F5579,AA77A443F849606A4A8EB1639752068C1A2EEA5E,B59B63331FD2120C89BF2E7DD657E7F9AA090A1D,C43B466D9C3A60859B66A48E0B54C662BC701FB5,C759989AB500EDF629C4CED1267CA30F660E4024,C96B7A46D3E26FADD6B8B9393D2EE0318AFBA7EE,CA799C8A8079B5BAC07CBCF77C94CA050CB4CB80,CC05882978FC5FDD6A7721687E14C0299AE004B8,CDA3887D2F0865E84BAC9C8241D4B5FF39591D28,D02B29F69E6BFC3E241F38162E82EE4C78D8DDA9,D0639638EF73670D4813E9D034F4499667B3BE7E,D4686840675436000E9B33B8A58193B9406ADDA3,D656D8F9C06C6F153CA1727CE3EBB05BF1567438,D9448D1A507A0F792C25F4FEAE01DDBC4748CA82,DB5EF3A174014515A046E80E3164E22414123614,DC00DA048EC40BF29530626601840B18F48AC8A5,E12D86AC279259CBB0CC1D2C5DA9FADE3FD8D24F,E1A48ED16EB660BE4F259E0E3A62B8BE56F41E36,E63597E3F46F3A8C82379A72D37FD7D280E832FA,EE50044D5EE07FA2C2CC94F1A81D2B6DADC103EB,F6EBCC201A051C2106A6F0CD95A452C843BA4F14,214752CFB2CD5CB00EC625739C224AA406226D0E,23D4A4484D4D868427369088C4D0A2E56DAAF465,57D2C0F208DE8B603DA6C9B75CD95C32597BE348,5DEFF454EB30618FA2B978D9FF1C8B523311F1D1,7A74EB2298B26CC9F30C1C682A5C0DE209EE3687,FDE7B9EDA5E8D918BA04235FA304AA3CE82C04C1,35D295C1BA718DA91BFE341AC3DE09B7966921C9,5A22861F57F12829B68A022FB805685A4E5850C3,9B54909B390DDDE5EC01413630450C9044EF8E2E,ADA6B3B2DE3BB2686DBEF1543C309D10D23EC2CC,B4775B0FEBDFE023D6E24748BDD0B39F8366A8DD,BACE01F066D7C3344AA194E1A1B6FBF6FE8EBE1C,BE4D9D67579D9E9ECFD32B39AB2EAF988FA7A956,C02344F67415074C43EA1B5B2063FC996329C6E1,60DFD976E9B748B1E1F06FD7B6809A370BD3A302,E77FE2A0D7784F9CE575D35F09FBB33BB05CC9EB,E2CDB3113C0392603810E16929C86C013A46F540,DDF94D41B15E7A77122259D83B2BDCF474540337,3558238D72FAC0A40B276D8F238CDF28BE16B4AA,F7DF9EF920DFBCDCA1F382151685A69500BAF630,9B2D81FF1268365847546044CBAD688382D6B664,F54306AE4536A8818B3BCB46D156403FCE944650,0E311E3634B0F6F5959F9394577233D6882625D0,7B24FEE1E6153D765DD696B7DC3588A38A6DF57D,61DDA93355D0ED14AD0F01DF9657F1D922FD8A08,3CC44C72DFD38D8538F1AC2443E540CCA730261C,874FBE7FC240F1F43FA54F82F94017D55BA9A4DF,B45362A682176E95B35B2084405D4F50A77F9CCA,FD9B65D22E19A8A6D34E02491CCDA7F4D0C48BC5,92E7331517D289430B70AB407BF9FA797403A470,93F3ACB2D3DD657C069E80405D37CEFCE5DEB2AC
73624,2022/11/12 18:52:34,VSC_UPDATE,7BD34DCCB54EAFE0AEF5F965C7163A9E601564A3301D4D9E8E38BE58A3773F2C,71ECDF0209A5E0C657F2DDD382085EED9BBE53DC8FCB0FE1A03D56428069D226,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103477,670100004,784,427,310,300,93,39,0,19,0,17,26,16,16,15,25,24,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,20,20,20,0,20,20,20,20,20,0,20,20,20,20,20,20,19,20,18,11,20,11,20,20,20,19,20,10,20,20,20,18,20,20,20,20,20,20,20,20,17,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
73696,2022/11/12 18:58:38,VSC_UPDATE,A699C56D5407E90CB1CE770BA57991C271CDFBE5E64BF5653A87D2AB9FFB53C1,BC482C4D685D13FE4D896C3DC06024011B0800BE706C243538A0271DB7ADC47C,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103478,670100004,784,427,310,300,93,39,0,19,0,17,26,16,16,15,25,24,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,20,20,20,0,20,20,20,20,20,0,20,20,20,20,20,20,19,20,18,11,20,11,20,20,20,19,20,11,20,20,20,18,20,20,20,20,20,20,20,20,17,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
73732,2022/11/12 19:01:40,VSC_UPDATE,DEA118CF77ACFE6870A616A93918E4BD609111E5E74BD6F6C036E511A486EC36,7331E6214ADB0525DB5D748B7E6976FB5E5B07A38F98A818BD18FF19784E492D,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103483,670100004,784,427,310,300,93,39,0,19,0,17,26,16,16,15,25,24,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,20,20,20,0,20,20,20,20,20,0,20,20,20,20,20,20,19,20,18,11,20,11,20,20,20,19,20,16,20,20,20,18,20,20,20,20,20,20,20,20,17,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
73768,2022/11/12 19:04:42,VSC_UPDATE,B84D6023BB8CF174D08B3B22E3B1D1E1DCDEE9D5321843E9A9ED780106B3970C,E0BF71A458C7FB785A4BA5296C6727EF4307731DBD8957C376B1A4BEBAE09596,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103484,670100004,784,427,310,300,93,39,0,19,0,17,26,16,16,15,25,24,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,20,20,20,0,20,20,20,20,20,0,20,20,20,20,20,20,19,20,18,11,20,11,20,20,20,19,20,17,20,20,20,18,20,20,20,20,20,20,20,20,17,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
73804,2022/11/12 19:07:44,VSC_UPDATE,2B00193DE7DE5389F648F07076567EB5F9281E30AE6611E8945DD119FBDC3898,7E943A3643498F2BD3BC3331C7ECF0C1DBFD62B29FDDF159987F83A86F9D4B57,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103486,670100004,784,427,310,300,93,39,0,19,0,17,26,16,16,15,25,24,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,20,20,20,0,20,20,20,20,20,0,20,20,20,20,20,20,19,20,18,11,20,11,20,20,20,19,20,19,20,20,20,18,20,20,20,20,20,20,20,20,17,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
73840,2022/11/12 19:10:46,VSC_UPDATE,0A4C96EAE82ED453814763ACAE70FBA46183A58AA92F148CC69C40EEE25BE1F4,4AEB98BD3B2F26D42B6955A4BB625CD9E67EAE67AA0E22FAB180A1D7A75BBAA3,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103487,670100004,784,427,310,300,93,39,0,19,0,17,26,16,16,15,25,24,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,20,20,20,0,20,20,20,20,20,0,20,20,20,20,20,20,19,20,18,11,20,11,20,20,20,19,20,20,20,20,20,18,20,20,20,20,20,20,20,20,17,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
73905,2022/11/12 19:16:15,VSC_UPDATE,5C8D738A695D7028A61B68EB824A8F11042CF697ED589D01D3B6157C31FCAFF3,7CDF4258040E7C3018D03710E1F122AF3B43564EB16A374325F10FF55804E53D,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103497,670100004,784,427,310,300,103,39,0,19,0,17,26,16,16,15,25,24,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,10,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,20,20,20,0,20,20,20,20,20,0,20,20,20,20,20,20,19,20,18,11,20,11,20,20,20,19,20,20,20,20,20,18,20,20,20,20,20,20,20,20,17,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
73911,2022/11/12 19:16:45,VSC_UPDATE,B2E8019624BE0093A65B6938181649D4A3A23D821CDB48A3C053D27C06A1BA50,E04640AF6CF54441ADFEECFB71C1515778FC4493E68D0955E36A693DE86972D6,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103498,670100004,784,427,310,300,103,39,0,19,0,17,26,16,16,15,25,24,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,11,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,20,20,20,0,20,20,20,20,20,0,20,20,20,20,20,20,19,20,18,11,20,11,20,20,20,19,20,20,20,20,20,18,20,20,20,20,20,20,20,20,17,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
73947,2022/11/12 19:19:47,VSC_UPDATE,A47C5B75B0AC267E3503080FA167918075041A0D2425408C5CAA66AC5430A0A7,A5A154CD378036D2D53BDFFA6B1F1E094F6E459ACBE5593B1FC536016E0BD4A8,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103503,670100004,784,427,310,300,103,39,0,19,0,17,26,16,16,15,25,24,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,16,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,20,20,20,0,20,20,20,20,20,0,20,20,20,20,20,20,19,20,18,11,20,11,20,20,20,19,20,20,20,20,20,18,20,20,20,20,20,20,20,20,17,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
73983,2022/11/12 19:22:50,VSC_UPDATE,BEB049FF6B6CA9B19DD82FC6D7C62F848EA3020715E6A25B49FD0087A8D24E62,017BFC80538EFC8D9AC4DD06951317F8C45AE52D3BAA63337AD8B107B2FFF152,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103504,670100004,784,427,310,300,103,39,0,19,0,17,26,16,16,15,25,24,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,17,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,20,20,20,0,20,20,20,20,20,0,20,20,20,20,20,20,19,20,18,11,20,11,20,20,20,19,20,20,20,20,20,18,20,20,20,20,20,20,20,20,17,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
74019,2022/11/12 19:25:52,VSC_UPDATE,16161EAEEEA2B16F096E4E667D506F0CF3521ED3328DB205F54A59F7D3770C17,40E3685A81ECBBC79D0DA219CED7C322F114F990063B197EBEB217F58625DFC2,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103506,670100004,784,427,310,300,103,39,0,19,0,17,26,16,16,15,25,24,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,19,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,20,20,20,0,20,20,20,20,20,0,20,20,20,20,20,20,19,20,18,11,20,11,20,20,20,19,20,20,20,20,20,18,20,20,20,20,20,20,20,20,17,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
74036,2022/11/12 19:27:18,VSC_UPDATE,2676E81430984EB4D041D43FD87275BB9AB597A2874947D4B06F9B1208F2EB70,2642B6C3F67B35B5735C7AD8E239314C05AD904376E94FCCFD9F7A85BD617B97,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103521,670100004,784,427,310,300,103,39,0,19,0,17,26,16,16,15,25,24,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,19,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,20,20,20,15,20,20,20,20,20,0,20,20,20,20,20,20,19,20,18,11,20,11,20,20,20,19,20,20,20,20,20,18,20,20,20,20,20,20,20,20,17,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
74055,2022/11/12 19:28:54,VSC_UPDATE,609B70A9083398BBB0FEC017C9E8A342BB9A5327C80B52B31E0DD69D36F633A2,7D8FA4012A8E042EF69BE40057D794CCDDE14EAD7C6AAE05CEE1BDA32C40ED4F,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103522,670100004,784,427,310,300,103,39,0,19,0,17,26,16,16,15,25,24,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,10,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,20,20,20,15,20,20,20,20,20,0,20,20,20,20,20,20,19,20,18,11,20,11,20,20,20,19,20,20,20,20,20,18,20,20,20,20,20,20,20,20,17,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
74126,2022/11/12 19:34:54,VSC_UPDATE,E32390088FD065B1DE695EF1750B531372FF5DCE9FE89A364E49368866CB4DB8,0CBCA3D06034C050A04EDE4B6C066DC72594A1DCFA9F9BCAAA23872CF5788979,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103523,670100004,784,427,310,300,103,39,0,19,0,17,26,16,16,15,25,24,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,11,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,20,20,20,15,20,20,20,20,20,0,20,20,20,20,20,20,19,20,18,11,20,11,20,20,20,19,20,20,20,20,20,18,20,20,20,20,20,20,20,20,17,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
74162,2022/11/12 19:37:56,VSC_UPDATE,7E5A710E9FD1227275DAE9C87E5FA2C5258C13DDB59D74A468D1A41D2840AF8A,DEC56757DE3045BE7D3593A94AC235BEE653DF9D1385B1950433C696A90D7424,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103528,670100004,784,427,310,300,103,39,0,19,0,17,26,16,16,15,25,24,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,16,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,20,20,20,15,20,20,20,20,20,0,20,20,20,20,20,20,19,20,18,11,20,11,20,20,20,19,20,20,20,20,20,18,20,20,20,20,20,20,20,20,17,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
74198,2022/11/12 19:40:58,VSC_UPDATE,06B35E477ABA778083CB195FA9C050A9B9C16887916C7FA0770A008F29B30962,7B9DEE775A2934A55CC1E5A75E137A81588364A09966E1BB847D568E7F905F63,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103529,670100004,784,427,310,300,103,39,0,19,0,17,26,16,16,15,25,24,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,17,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,20,20,20,15,20,20,20,20,20,0,20,20,20,20,20,20,19,20,18,11,20,11,20,20,20,19,20,20,20,20,20,18,20,20,20,20,20,20,20,20,17,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
74234,2022/11/12 19:44:00,VSC_UPDATE,86675C19B06277CA8C929BA4A5BA01A6F33505303DDD6E36AA3BD28F69583006,7B1696E750A44C9C35E2391A29B21EE8D8241556D231866B02FF0BE8991FC7FD,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103531,670100004,784,427,310,300,103,39,0,19,0,17,26,16,16,15,25,24,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,19,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,20,20,20,15,20,20,20,20,20,0,20,20,20,20,20,20,19,20,18,11,20,11,20,20,20,19,20,20,20,20,20,18,20,20,20,20,20,20,20,20,17,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
74270,2022/11/12 19:47:02,VSC_UPDATE,7E6E327846FB8533CDA6DD9B7E93ADDE14F9177CFF309CFE1EAB0787254562EE,CF97F06F33BD67331C703E7BD51DA838A36D4073FDE32D87027A4E473FE001A8,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103533,670100004,784,427,310,300,103,39,0,19,0,17,26,16,16,15,25,24,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,10,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,15,20,20,20,20,20,0,20,20,20,20,20,20,19,20,18,11,20,11,20,20,20,19,20,20,20,20,20,18,20,20,20,20,20,20,20,20,17,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
74342,2022/11/12 19:53:07,VSC_UPDATE,511656422C39DE4B796DC06B5E6C026A5C1D69167B0BA5C55FFED58E9863A4DF,87CC1BDE12290641FC3039273A364F11ADB883902CCA39599DE3806D27EA3A8D,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103534,670100004,784,427,310,300,103,39,0,19,0,17,26,16,16,15,25,24,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,11,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,15,20,20,20,20,20,0,20,20,20,20,20,20,19,20,18,11,20,11,20,20,20,19,20,20,20,20,20,18,20,20,20,20,20,20,20,20,17,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
74377,2022/11/12 19:56:04,VSC_UPDATE,C3BDC3946EB32FC5585BC8E0FCBCC1E7F7AA05FFF5A2E73D4C8F6237552BEC9F,D513B1B211B2CFB41C28D67330D47FF321EB692EE4BA3D3D3272E8CEFEAC5C2E,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103539,670100004,784,427,310,300,103,39,0,19,0,17,26,16,16,15,25,24,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,16,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,15,20,20,20,20,20,0,20,20,20,20,20,20,19,20,18,11,20,11,20,20,20,19,20,20,20,20,20,18,20,20,20,20,20,20,20,20,17,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
74413,2022/11/12 19:59:06,VSC_UPDATE,45435E62307F95E8D1F45A3A952F0CBF5EE6C62304CF30D791BE191F4505B913,19FAC93C28B9FEBCD2B1A67A06B8FCCFE27990C299E475D2A5893FAB6281C854,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103540,670100004,784,427,310,300,103,39,0,19,0,17,26,16,16,15,25,24,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,17,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,15,20,20,20,20,20,0,20,20,20,20,20,20,19,20,18,11,20,11,20,20,20,19,20,20,20,20,20,18,20,20,20,20,20,20,20,20,17,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
74449,2022/11/12 20:02:09,VSC_UPDATE,BCC570E1B90E16AA42A05F0F3C448CB8E2DF8ACD36C87A7156DD3B4D447A2CCE,E37573457330D3ACB9E61C52727F5FB97B19A765113EA55F342FCE7D99B48A84,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103542,670100004,784,427,310,300,103,39,0,19,0,17,26,16,16,15,25,24,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,19,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,15,20,20,20,20,20,0,20,20,20,20,20,20,19,20,18,11,20,11,20,20,20,19,20,20,20,20,20,18,20,20,20,20,20,20,20,20,17,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
74485,2022/11/12 20:05:11,VSC_UPDATE,092490B413DDCB9F95E312C5156CFECC061A7D99268DE4376BBBC3934D723927,8C4D5A5BF8C730B24651CEB941B9CB99ED3CA70A48BE7820219098AC2FC7A83F,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103543,670100004,784,427,310,300,103,39,0,19,0,17,26,16,16,15,25,24,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,15,20,20,20,20,20,0,20,20,20,20,20,20,19,20,18,11,20,11,20,20,20,19,20,20,20,20,20,18,20,20,20,20,20,20,20,20,17,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
74491,2022/11/12 20:05:41,VSC_UPDATE,2041C01B1A4CA235357EE1C662AC173492AA64CBA6B4674D631C2ECC5D2EA134,C4F46BCEEC21CEBF9C784BD58BA9DDE9E212B2711B57EF5EE22D4551F9487026,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103523,670100004,784,427,310,300,103,39,0,19,0,17,26,16,16,15,25,24,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,10,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,15,20,20,20,20,20,0,20,20,20,20,20,20,19,20,18,11,20,11,20,20,20,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,17,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
74557,2022/11/12 20:11:15,VSC_UPDATE,1CC0D6077D2EBCA13CFDCA1BD44AA4638A9DE5849041A9FC25AA2D5631306E34,8B1008ADCDA9C39B34424B898976637282243A70780108FF742B1B692A5BF671,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103524,670100004,784,427,310,300,103,39,0,19,0,17,26,16,16,15,25,24,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,11,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,15,20,20,20,20,20,0,20,20,20,20,20,20,19,20,18,11,20,11,20,20,20,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,17,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
74593,2022/11/12 20:14:17,VSC_UPDATE,700FBD34B6FD881E1F7DF07EFAA2369131047CC67587BE8FB60CEFD7C6F9CFB0,74F1DDD219FD52EE1FD8EB4655C041D5FB508C50C07C95AE30608937A008E2E4,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103529,670100004,784,427,310,300,103,39,0,19,0,17,26,16,16,15,25,24,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,16,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,15,20,20,20,20,20,0,20,20,20,20,20,20,19,20,18,11,20,11,20,20,20,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,17,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
74629,2022/11/12 20:17:19,VSC_UPDATE,AD9EBE0DF901828758CBCDE0D247BC3AA0D938CD6B9D158AD8D59CDE928D0BBA,8CBADF8AE9A911241066761A325C8FB79F0859792C00B212921E1C0A4EC6B963,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103530,670100004,784,427,310,300,103,39,0,19,0,17,26,16,16,15,25,24,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,17,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,15,20,20,20,20,20,0,20,20,20,20,20,20,19,20,18,11,20,11,20,20,20,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,17,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
74665,2022/11/12 20:20:21,VSC_UPDATE,0B2617A2A165A614FA225D01F33813ED8F42DBD8C983F7E5B5FB2792CDEF5A6B,355A1AB526D36911C487F18A3016B30BE97CA3E73515139EAA0F6B6A3F9AB39E,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670103532,670100004,784,427,310,300,103,39,0,19,0,17,26,16,16,15,25,24,11,10,10,10,10,10,10,19,0,0,10,10,10,10,10,19,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,0,20,28,20,20,21,20,20,15,20,20,20,20,20,0,20,20,20,20,20,20,19,20,18,11,20,11,20,20,20,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,17,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
