height,hash,total_vp,cosmosvalcons1dg72e6h2tpkf4uc9zfyadle5js5rthcs892vnj,cosmosvalcons1pk34jc9vww287s2ef8k6lzz7r2dpscms7af6ny,cosmosvalcons1nyquekjzh9ywmhyrt76u32cxwv9fcg7dxprygj,cosmosvalcons172wrmvq0w0m4mp9hmlw80pal0z53c65punhf2k,cosmosvalcons15w5mjufgd8ezfa83709nmews88tzdrepugw2jd,cosmosvalcons1kke43d43wpfw9cdqpw8d0qf8ll0ltp90a4jpja,cosmosvalcons1e5x6sh63qdz74m9h8thddc7zceddyljnhkcdsu,cosmosvalcons123zrau6pyk7mma6d3c0armpc2utqau7vm88u9x,cosmosvalcons1zq7v8lz7jrqyacsgh5r3dhygj4ffymhckysvw6,cosmosvalcons1lx9nq9909u49ezzjyc7ktg9k08ahnxuvhsj2ym,cosmosvalcons18wv3ddgpc5lrsq2kwc5z798z4tcztak9yny2x5,cosmosvalcons12freezz7w0f02ux50e0sgvmc2pgn2rw3pukgsc,cosmosvalcons1lj2q9l6t2wutwf3yclaj3h0yj7t7736t09d42h,cosmosvalcons16hf7ktj7yds8sta04d7qk0z9hla3tpatsd0vf5,cosmosvalcons1yna32lcuhtjkq7f4nsnp9ln8wykwjepxhxsr5g,cosmosvalcons1jh3lz46dmdgr7quqmx9fwmsvlprfhp60x8aaer,cosmosvalcons1qqlx7730mz96503pz729vu07pkv5u9ca85dhwe,cosmosvalcons1qwzmrx23fayrsudhhqq6jgal2wthk2gklq43vd,cosmosvalcons1q04tlwzqn38k9fej50tj3t929cf5q06s37z0y8,cosmosvalcons1q4ht5pn0kc64le4crl0nwhqumh6maw7x37696r,cosmosvalcons1pw8cra4g934nwzxkrykz45d4xgy7qnmvvtuaqt,cosmosvalcons1z5q6n9hd24mlcew407f2ej8ptnnt0haddknugk,cosmosvalcons1ze39xyf4t3ye8ldxn5scsaw2adur7ek4tt5jmp,cosmosvalcons1rca0mkvwpcdwk588u7l8hdutwx4elcd6688ypz,cosmosvalcons1rljsrflyeuzf3we6kghkf4qjeqflsygepnzl53,cosmosvalcons19y4nwy0ygg7z73ahhevt7uh090g8wr8sgv6n2l,cosmosvalcons1xpgp8n9xnpnd49pzv4jf6444048j23wvtsnvak,cosmosvalcons1xc0aszah3y7yksgy6rt63jf37d3dzuxcr8s59x,cosmosvalcons184pytrwcz8yjrndz5zq0kqvvhw3tj88a90hv5m,cosmosvalcons1gx49m7vtmw9gpxu4dfujtnepl2g96zxasea2j9,cosmosvalcons1g2ysa6n7nvpgjps9zdf4dkgtvse6ga6f6kmepz,cosmosvalcons1g4zw77yzsh34sfkm9rkx9ltsg42vcu2kgt95gy,cosmosvalcons1f4hpdclhmz0gmqulw95f844plqwfl9td6qcqym,cosmosvalcons12t4pcfx6jnr84rld03rwrzsul3rk64che77jfz,cosmosvalcons12h4v7ms5wfhp87tnjqmpgzrcvaqymuk2v49c7q,cosmosvalcons1t8xflpfzx4rnmatmemehcc8n52wmx6q3g4mxch,cosmosvalcons1t0kswnadw2e5rh3xksmz3uh7pyt6c8trcfwe5k,cosmosvalcons1v5v9hsn4awfr9gkl7ga7kn42qada457w83pqdz,cosmosvalcons1v6zrud945rxq6nl6eexf9rfqqafafwwnx57rvy,cosmosvalcons1dkw3fgnjnwjlq2hjqw46l4wws2zd6fns063eyq,cosmosvalcons1w86lpg205h9gsy32yetfkrp6nc7xuh90dz5uy3,cosmosvalcons1wns96l4057a75jez52hlhvw2d7t5wze4ke90cz,cosmosvalcons1wmvevar5kc5rtecr54m3q8gl6d0cf5mt29jcy9,cosmosvalcons108aypezdajecj03kg66c4gfu0l5f3053x392lf,cosmosvalcons10f4xx96k72eypj7l4qwlv4x6hfvecrenl09tsx,cosmosvalcons10vx7jlqg9tnezxfgqp873v294g0l2cpchuw6qc,cosmosvalcons10crq9qa7gp8paqxwwwxae3kp970duqgn0s9qcc,cosmosvalcons10m4u3cyxmdj98ame2nzye9xkldhs5cj7jm6yq5,cosmosvalcons1s7kc8tyvsj47tkyfpexlusrlz77dg26wmvt0hx,cosmosvalcons133lxdszpdgqzel834x0c3uelej84nx2yhrey5d,cosmosvalcons1j6yyhc5af53347us6q68fq5x65dxh62rym9aq5,cosmosvalcons1jur4mxvvz9m3kw925zk0hl0snmks0z7fwmlc9x,cosmosvalcons1j7t42uegq7dm85l93rddsulsafkqnrqsnjtf5s,cosmosvalcons1nqz3a6w3zxpx6zsrh0wsxdx8cfr0c33k38lk8e,cosmosvalcons1njrm0dasu7d5h6qawtrtdrm3y27tqnhv0vxdyc,cosmosvalcons15xu5spj4r5j63wwyk4gwhmq7nvvkzx348krpn6,cosmosvalcons14fm6gslcf9sx5j5wk93ew5sx3sdza6j7vr96r4,cosmosvalcons1kkdkxvcl6gfqezdl9e7av4l8lx4qjzsaj380nf,cosmosvalcons1csa5vmvu8fsgtxmx5j8qk4xxv278q8a4pce87v,cosmosvalcons1msqd5pywcs9l99fsvfnqrpqtrr6g4j99uqmckk,cosmosvalcons1uykcdtp8jfvuhvxvr5k9m206mcla35j09s3q49,cosmosvalcons1uxjga5twkestune9nc8r5c4chet0g83kdf7u68,cosmosvalcons1aegqgn27upl69skvjnc6s8ftdkkuzqlt46r6tg,cosmosvalcons17m4ucgq6q5wzzp4x7rxetfzjeppm5nc5f9nc32,cosmosvalcons1y9r49naje4wtqrkxy4eecgj25srzymgw8k5ywt,cosmosvalcons1y022gjzdfkrggfekjzyvf59zu4k64ar98aau5k,cosmosvalcons12lfvpusgm69kq0dxexm4ek2uxfvhhc6grdxfa8,cosmosvalcons1thhlg48txpsclg4e0rvl78yt2ge3ruw3utwd7q,cosmosvalcons10f6wkg5ckfkvnucvr35z5hqdugy7ud58rfsxmn,cosmosvalcons1lhnmnmd9arv33wsyyd06xp928n5zcpxp4t8k0t,cosmosvalcons1xhfftsd6wxx6jxl7xsdv8hsfk7txjgwf73uq6q,cosmosvalcons1tg3gv86h7y5znd52qghmsptgtf89s5xre3edlr,cosmosvalcons1nd2fpxeephw7tmqpgymrq3gvjpzwlr3wvjttu6,cosmosvalcons14knt8vk78wexsmd7792rcvyazrfraskv6hpm2t,cosmosvalcons1k3m4krltmlsz84hzgaytm59nn7pkd2xaygdpj0,cosmosvalcons1ht8qrurx6lpngj4pjns6rdhm7mlga0suun8jwk,cosmosvalcons1hexe6e6hnk0fan7n9vu6kt40nz86022kmyg9qp,cosmosvalcons1cq35fan5z5r5csl2rddjqclun93jn3hpxh2v0g,cosmosvalcons1cave3x44qrklv2wyemgjvl9rpanquspyeqvk4m,cosmosvalcons1e94h53knufh6m44chyun6thqxx90hflwue6x05,cosmosvalcons1efueez5q0x6m4sruhnmhe9x2q5xtfjuqazpjhc,cosmosvalcons1eszcs2tcl30a66nhy958u9xq9xdwqp9c65dnm6,cosmosvalcons1ek3cslf0ppj7sjavnjpyr494luu4j8fgdf6n8d,cosmosvalcons16q4jna57d07rufql8qtzaqhwf3ud3hdf5yt3y2,cosmosvalcons16p3evw80wdns6jqna8grfazfjenm80n7cle8kj,cosmosvalcons1md008gt5q9z3tgzxaq8rze8zys2pyds596lfv6,cosmosvalcons1uc6e0cl5duageq3hnfedxl7h62qwsvh6ppkgc4,cosmosvalcons1vuwq3w64c8py9hz6xs5gnnvvqpccj0lesm3u0k,cosmosvalcons15t3h8hqgjj7qe584c75weu30r70g74tep3yuta,cosmosvalcons1635xssr82smqqr5mxwu2tqvnh9qx4hdresz7fw,cosmosvalcons16etd37wqd3h3209pwf7w86ast0c4vapcvf349n,cosmosvalcons1m9zg6xjs0g8hjtp97nl2uqwah3r53j5z6a9ppw,cosmosvalcons1sl5j5snqwqts3ru9qc0zqunmu08lvxvekpj2mt,cosmosvalcons13feufd67xc8lrydcgjnphzz95zkkt5sgwkzccn,cosmosvalcons13aa4rs0g2g8qh75ffmvryylyth43pc2kgmgdpf,cosmosvalcons1vr0ajahfkaytrc0sdltmdqy6xu9a8gcz76c48z,cosmosvalcons1ual79gxh0p8eeet46d0sn7an8wc9ej0t2hav6n,cosmosvalcons1utxmxyfuqwfxqwqsu95jnjrvqyayda2q9dx2lc,cosmosvalcons1mhu56sd3tea8wy3zt8vrk27u7369gqehx23n9e,cosmosvalcons1x4vz8rtjltq2gze8dk8j8rxl9zlpdd92s26eq0,cosmosvalcons17l0ea7fqm77deg0nsg23dpdxj5qt4a3spdwd0t,cosmosvalcons1nvkcrlcjdqm9s365vpzvhttgswpdddnyf829we,cosmosvalcons174psdtj9x65grzemedrdz4jq8l8fg3jsaxc9j2,cosmosvalcons1pcc3ud35krm0t9vljw29wu3n66yzvfwsj8fm8z,cosmosvalcons10vj0ac0xz57hvhwkj6macdvg5w9xmatamdhms3
75706,eb05c09db2500222a5f8f82f7460228e9d40be966ecc95f3674e6b98ce7ad0df,670103581,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,10,10,10,10,10,26,10,19,0,0,18,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,11,20,11,20,20,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
75742,f50b8ba7cdee771fd88b487abfe4823aa7a75f825d407d46d1da1f2a42d2e50f,670103583,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,10,10,10,10,10,26,10,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,11,20,11,20,20,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
75814,ef3b0872ae50877060ce5d5aea6b784eb8d291ec95e2a0951ed108f192e7cce8,670103584,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,10,10,10,10,10,26,11,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,11,20,11,20,20,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
75850,599da40ef23119a681c3e8a568bc39851f430653092165c85b43f1d924da96fe,670103589,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,10,10,10,10,10,26,16,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,11,20,11,20,20,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
75885,bbc7fe7764e0ba614049ac846adc40f7565d62de8caeaa497627735d482dc835,670103591,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,10,10,10,10,10,26,18,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,11,20,11,20,20,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
75921,1737e97c176e59f45e903b83fea23d18940541faa2f4fb14c3c537390bd06e3d,670103593,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,10,10,10,10,10,26,20,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,11,20,11,20,20,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
75993,4b2cea51d58590ec05395c5423662aaa631e686373788618245b894a40c29e34,670103594,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,10,10,10,10,11,26,20,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,11,20,11,20,20,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
76065,2c181b8199c0859ba854b3dd1dd4d4ea27e5f47713a606560fbdf86c109b1de3,670103599,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,10,10,10,10,16,26,20,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,11,20,11,20,20,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
76101,66ecb588cc36bc53fcb0980f8749e1dcd970e8853bd67082cb2605c06a2cbe97,670103601,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,10,10,10,10,18,26,20,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,11,20,11,20,20,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
76136,abd1758796c1e06a10d9f50db87a944dcf0470999ddfc1e30e26457eaa607771,670103603,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,10,10,10,10,20,26,20,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,11,20,11,20,20,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
76145,7bd007049132b6711746a7751398cb15df8d5fd9b15d36713ccbdf53ae4da6ef,670103613,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,10,10,10,10,20,26,20,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,11,20,11,20,30,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
76208,690b095de4268f308565d7e632570e5c0cf343fbccc18cf5bf0cc2c7f8bf10e3,670103614,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,10,10,10,11,20,26,20,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,11,20,11,20,30,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
76244,6c1d84627b767d94b16dbbdde679b181e6a4d649e5b425db9c70dc77f77e2edd,670103619,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,10,10,10,16,20,26,20,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,11,20,11,20,30,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
76280,3134c2862671f40cc881725fce59d97e830f23417cdfc3d475fac23e541e4cea,670103621,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,10,10,10,18,20,26,20,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,11,20,11,20,30,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
76316,1743932896ce41590afcdf019d9a3917325ae9d5dc6ec05799832606428c9a53,670103623,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,10,10,10,20,20,26,20,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,11,20,11,20,30,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
76388,8e04c4b3a84febfcaf121c1727b5ce83be63308244bfa8fbab61abad16eedc09,670103624,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,10,10,11,20,20,26,20,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,11,20,11,20,30,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
76424,f4ec887fd0c3ee09bdc45fbd08cd2fd49a148c4b58972dbc140055605ed8627d,670103629,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,10,10,16,20,20,26,20,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,11,20,11,20,30,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
76460,5e2f23c6ee82edaefe6d34eb49c35ca1a7f2d8d3a45fc0127ee1a42502bd6765,670103631,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,10,10,18,20,20,26,20,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,11,20,11,20,30,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
76495,e8dc684ae630953d384d5e4bc53f3e732bfbfc5f4ce0e77c9ecb30d9cabfbb22,670103633,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,10,10,20,20,20,26,20,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,11,20,11,20,30,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
76567,224ac9299d10c8f39acc00ece951a4523db456e940e47c5e74e069f212e658cd,670103634,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,10,11,20,20,20,26,20,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,11,20,11,20,30,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
76603,3c1678b2c53458e0db3b472f51d5bcba7faa0d522155283ce48194e91d06d1aa,670103639,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,10,16,20,20,20,26,20,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,11,20,11,20,30,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
76639,a2af6c38e011ab015166d367888b41237e55dad8992e111d61f90b953b7497b9,670103641,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,10,18,20,20,20,26,20,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,11,20,11,20,30,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
76675,dc9c05753dbd8a19de68a31d1e664f11d32ea4b5d024ec20bea60665fc31d9c6,670103643,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,10,20,20,20,20,26,20,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,11,20,11,20,30,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
76747,0c55e9f41e51322ad84957f71c9c69c2b28e68a89f1b43345c6e3c2ffbfffd0e,670103645,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,12,20,20,20,20,26,20,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,11,20,11,20,30,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
76783,ba8682631e10cb0d91208dad2b844606f56a0fc7de0630dc8d9968f133130723,670103649,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,16,20,20,20,20,26,20,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,11,20,11,20,30,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
76819,3b2c94f24c1ea817530d61442362b4c65fd26ef9f8f31d9a156453dc404e36f6,670103651,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,18,20,20,20,20,26,20,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,11,20,11,20,30,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
76855,541e25653f878db6d99eaf94a425ea25eafdcf97b58c588499e50ca0ed0f6057,670103653,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,20,20,20,20,20,26,20,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,11,20,11,20,30,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
76926,4e380213c1137d84ee56faba9a91f2c7042359e08111d004686d1cbb102ef761,670103654,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,20,20,20,20,20,26,20,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,11,20,12,20,30,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
76962,3aa2da698bf65c2369d099a3bd1ab32cc8b5dd49b8f7d6ea12c11625ea246dff,670103658,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,20,20,20,20,20,26,20,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,11,20,16,20,30,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
76998,5d3a1af4a697304cb726244a51a74c7e442c63c546d762b9a3c2cd6a451050c3,670103659,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,20,20,20,20,20,26,20,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,11,20,17,20,30,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
77034,9b9cdddb51b6167fe32eb3752cfb9adfbe6efdb0031ef0cec48095af520fdfcf,670103661,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,20,20,20,20,20,26,20,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,11,20,19,20,30,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
77070,40a7ad40cf145a1e8f21522610b1aa021717a99ddaebf532271290dcd1cbfb14,670103662,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,20,20,20,20,20,26,20,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,11,20,20,20,30,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
77142,5de9e0a2630b712237487ee4938338002b17b2914ba6e8dad900e4b004cf5fd9,670103663,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,20,20,20,20,20,26,20,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,12,20,20,20,30,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
77178,77e4176b86a156bba152a2fc072fe83d44a239f56a75c0502a8d57a3ad0c5912,670103667,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,20,20,20,20,20,26,20,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,16,20,20,20,30,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
77214,cc84048f9143b2570c41fc7885bb10a9da1922a77a4a09e981af8e80b4961639,670103668,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,20,20,20,20,20,26,20,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,17,20,20,20,30,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
77250,de16172faa889b55ffaa62fe8b2448114ad7a08222f0ec86e0632498d848b60f,670103670,670100004,784,427,310,300,103,39,19,0,17,16,15,25,24,0,11,20,20,20,20,20,26,20,19,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,15,20,20,20,19,20,20,20,30,19,0,20,20,20,20,18,20,20,20,20,20,20,20,20,0,20,20,20,20,20,18,20,20,20,20,19,20,0,16,28,20,17,20,20,0,0,0,0,0,0
