block_height,block_time,comment,validators_hash,computed_hash,proposer_address,total_vp,6A3CACEAEA586C9AF3051249D6FF34942835DF10,0DA35960AC73947F415949EDAF885E1A9A186370,9901CCDA42B948EDDC835FB5C8AB06730A9C23CD,F29C3DB00F73F75D84B7DFDC7787BF78A91C6A81,A3A9B9712869F224F4F1F3CB3DE5D039D6268F21,B5B358B6B17052E2E1A00B8ED78127FFDFF584AF,FC9402FF4B53B8B72624C7FB28DDE49797EF474B,9B2D81FF1268365847546044CBAD688382D6B664,54443EF34125BDBDF74D8E1FD1EC3857160EF3CC,7EEBC8E086DB6453F77954C44C94D6FB6F0A625E,DC00DA048EC40BF29530626601840B18F48AC8A5,0B8F81F6A82C6B3708D6192C2AD1B53209E04F6C,7B24FEE1E6153D765DD696B7DC3588A38A6DF57D,003E6F7A2FD88BAA3E2117945671FE0D994E171D,0385B199514F483871B7B801A923BF53977B2916,03EABFB8409C4F62A732A3D728ACAA2E13403F50,056EBA066FB6355FE6B81FDF375C1CDDF5BEBBC6,0E311E3634B0F6F5959F9394577233D6882625D0,103CC3FC5E90C04EE208BD0716DC889552926EF8,1501A996ED5577FC65D57F92ACC8E15CE6B7DFAD,16625311355C4993FDA69D218875CAEB783F66D5,1E3AFDD98E0E1AEB50E7E7BE7BB78B71AB9FE1BA,214752CFB2CD5CB00EC625739C224AA406226D0E,305013CCA69866DA942265649D56B57D4F2545CC,3558238D72FAC0A40B276D8F238CDF28BE16B4AA,361FD80BB7893C4B4104D0D7A8C931F362D170D8,3B9916B501C53E38015676282F14E2AAF025F6C5,3D42458DD811C921CDA2A080FB018CBBA2B91CFD,41AA5DF98BDB8A809B956A7925CF21FA905D08DD,42890EEA7E9B02890605135356D90B6433A47749,4D6E16E3F7D89E8D839F716893D6A1F81C9F956D,52479C885E73D2F570D47E5F0433785051350DD1,52EA1C24DA94C67A8FED7C46E18A1CFC476D5717,55EACF6E14726E13F973903614087867404DF2CA,59CC9F852235473DF57BCEF37C60F3A29DB36811,5A22861F57F12829B68A022FB805685A4E5850C3,5BED074FAD72B341DE26B43628F2FE0917AC1D63,5DEFF454EB30618FA2B978D9FF1C8B523311F1D1,60DFD976E9B748B1E1F06FD7B6809A370BD3A302,61DDA93355D0ED14AD0F01DF9657F1D922FD8A08,65185BC275EB9232A2DFF23BEB4EAA075BDAD3CE,66843E34B5A0CC0D4FFACE4C928D200753D4B9D3,671C08BB55C1C242DC5A342889CD8C0071893FF9,71F5F0A14FA5CA88122A26569B0C3A9E3C6E5CAF,76D9967474B62835E703A577101D1FD35F84D36B,79FA40E44DECB3893E3646B58AA13C7FE898BE91,7A6A631756F2B240CBDFA81DF654DABA599C0F33,7A74EB2298B26CC9F30C1C682A5C0DE209EE3687,7E060283BE404E1E80CE738DDCC6C12F9EDE0113,87AD83AC8C84ABE5D8890E4DFE407F17BCD42B4E,8A73C4B75E360FF191B844A61B8845A0AD65D208,8C7E66C0416A002CFCF1A99F88F33FCC8F599944,8F7B51C1E8520E0BFA894ED83213E45DEB10E156,95E3F1574DDB503F0380D98A976E0CF8469B874F,96884BE29D4D231AFB90D034748286D51A6BE943,97075D998C11771B38AAA0ACFBFDF09EED078BC9,98051EE9D111826D0A03BBDD0334C7C246FC4636,9C87B7B7B0E79B4BE81D72C6B68F7122BCB04EEC,A2E373DC0894BC0CD0F5C7A8ECF22F1F9E8F5579,AA77A443F849606A4A8EB1639752068C1A2EEA5E,ADA6B3B2DE3BB2686DBEF1543C309D10D23EC2CC,B59B63331FD2120C89BF2E7DD657E7F9AA090A1D,BACE01F066D7C3344AA194E1A1B6FBF6FE8EBE1C,C43B466D9C3A60859B66A48E0B54C662BC701FB5,C759989AB500EDF629C4CED1267CA30F660E4024,CA799C8A8079B5BAC07CBCF77C94CA050CB4CB80,CC05882978FC5FDD6A7721687E14C0299AE004B8,CD0DA85F510345EAECB73AEED6E3C2C65AD27E53,CDA3887D2F0865E84BAC9C8241D4B5FF39591D28,D02B29F69E6BFC3E241F38162E82EE4C78D8DDA9,D0639638EF73670D4813E9D034F4499667B3BE7E,D4686840675436000E9B33B8A58193B9406ADDA3,D5D3EB2E5E2360782FAFAB7C0B3C45BFFB1587AB,DB5EF3A174014515A046E80E3164E22414123614,DDF94D41B15E7A77122259D83B2BDCF474540337,E12D86AC279259CBB0CC1D2C5DA9FADE3FD8D24F,E1A48ED16EB660BE4F259E0E3A62B8BE56F41E36,E2CDB3113C0392603810E16929C86C013A46F540,E63597E3F46F3A8C82379A72D37FD7D280E832FA,E77FE2A0D7784F9CE575D35F09FBB33BB05CC9EB,EE50044D5EE07FA2C2CC94F1A81D2B6DADC103EB,F54306AE4536A8818B3BCB46D156403FCE944650,F6EBCC201A051C2106A6F0CD95A452C843BA4F14,F7DF9EF920DFBCDCA1F382151685A69500BAF630,F98B3014AF2F2A5C8852263D65A0B679FB799B8C,23D4A4484D4D868427369088C4D0A2E56DAAF465,3CC44C72DFD38D8538F1AC2443E540CCA730261C,57D2C0F208DE8B603DA6C9B75CD95C32597BE348,7B0DE97C082AE7911928004FE8B145AA1FF56038,9797557328079BB3D3E588DAD873F0EA6C098C10,FDE7B9EDA5E8D918BA04235FA304AA3CE82C04C1,4544EF788285E35826DB28EC62FD704554CC7156,B4775B0FEBDFE023D6E24748BDD0B39F8366A8DD,B45362A682176E95B35B2084405D4F50A77F9CCA,8951CFD2B94DE0CF7BFF747C367F85095B83EB28,92E7331517D289430B70AB407BF9FA797403A470,93F3ACB2D3DD657C069E80405D37CEFCE5DEB2AC,FD9B65D22E19A8A6D34E02491CCDA7F4D0C48BC5,BE4D9D67579D9E9ECFD32B39AB2EAF988FA7A956,6B1CC4FF7E65DDAEA347F0DBA0DE8911139D3241,279009E814C0F2CE0B21E565512DBF4DCE9923C3,D9448D1A507A0F792C25F4FEAE01DDBC4748CA82,6D9D14A2729BA5F02AF203ABAFD5CE8284DD2670,6406B7B10A978323E679E226F0D3546E0470B864,C96B7A46D3E26FADD6B8B9393D2EE0318AFBA7EE,BF4F4707754A93FC8B10B4CA1DF98A043B776ADF,F649FD83C9557B080DBA654B506634F8AD87555F,1221F0F28823F9D5239F0B2CB9575944AA23E61A,292B3711E4423C2F47B7BE58BF72EF2BD0770CF0,616BA35C85E60F6C7F5AE9E5FD0843378D130F8E,C56B6EDB0F598797F625C717A740658CFDE49F86,7149CA24B79EE0E073B9ED04C232A9E9753FBAC9,5DEF681F8F155ACB4939294C20DF4FF00E8680B4,1C4A305A101EDFB122E8C15289F036C98986FCDB,DEF5A8B2156AAB712067DDB2EB27AF646FC6235A,657CB53BCDD047092A840BA12B894D6A079C05ED,1F72BBF37E781D570EF316BFCE2A3BABD27E3BF7,372D1BB96574A4F382BCC2E9E5DC1A71CC6B0CE9,0EF0215085935B0BDD092EEF58DBCD5ADE6F91BE,BE11EA8919773D1D972D5B74EABC964BFC51C72D,C7F26CF4C07C9FF25CF2E5DDF02FAC2E6B2797EC,CD9E234ED9742A341A67EAEC1A0B2D97CC89663C,D269A81C7741F458C31DB7FB14C58176421FB2F8,365464D12717C9A89840B13C0E7B0C602FB01B37
337298,2022/11/28 18:21:58,NEW_VALSET,D169D261092175EDE5CA8378A011B6E092F38FE0A737893528E1103B6FD8ADF6,946385AB43155288F673FB98635D82ADF0B484716C1C4F6414A6BAAB01261101,8A73C4B75E360FF191B844A61B8845A0AD65D208,348079807,40824004,4277387,4277625,325,4277015,4277349,4276127,4276123,4276151,4191027,0,4281497,100,4276122,4276122,4233361,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191621,0,4276122,4276122,99,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,102,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276122,0,4149115,4276133,0,4276121,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276124,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276122,0,4276121,0,0,0,4276121,0,4276121,96,4276123,434,4191026,0,4276261,0,251,0,11,1,0
337300,2022/11/28 18:22:10,NEW_VALSET,F9902EADC85AAC60275495787A258B0290057DEBFF7F12F4BCAAF725426F60C3,23E211AFC8FA1D5C672F9E07017D4ED285E6720E463AA44A131D260BBA8B05D9,6A3CACEAEA586C9AF3051249D6FF34942835DF10,348079808,40824004,4277387,4277625,325,4277015,4277349,4276127,4276123,4276151,4191027,0,4281497,100,4276122,4276122,4233361,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191621,0,4276122,4276122,99,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,102,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276122,0,4149115,4276133,0,4276121,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276124,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276122,0,4276121,0,0,0,4276121,0,4276121,96,4276123,434,4191026,0,4276261,0,252,0,11,1,0
337301,2022/11/28 18:22:16,NEW_VALSET,76321A9CB9CE447EA3EC897DB03DF644117273CAC021E1234A235FCCC53630D9,B7308672CF3B39F03ED41ED192ED7F114256F09123C6B4F28028ABD556A8998B,66843E34B5A0CC0D4FFACE4C928D200753D4B9D3,348079818,40824004,4277387,4277625,325,4277015,4277349,4276127,4276123,4276151,4191027,0,4281507,100,4276122,4276122,4233361,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191621,0,4276122,4276122,99,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,102,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276122,0,4149115,4276133,0,4276121,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276124,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276122,0,4276121,0,0,0,4276121,0,4276121,96,4276123,434,4191026,0,4276261,0,252,0,11,1,0
337302,2022/11/28 18:22:22,NEW_VALSET,AE194F18B5DDCEDF2C51B1383834E3E5AC8CCF16EB8770FFBDA32D21A574DAE8,8F665D3529423AE08CCBF99489132B4AECB771E2BD0DBFEF503F8C28932A00D8,5DEFF454EB30618FA2B978D9FF1C8B523311F1D1,348079819,40824004,4277387,4277625,325,4277015,4277349,4276127,4276123,4276151,4191027,0,4281507,100,4276122,4276122,4233361,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191621,0,4276122,4276122,99,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,102,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276122,0,4149115,4276133,0,4276121,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276124,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276122,0,4276121,0,0,0,4276121,0,4276121,96,4276123,434,4191026,0,4276261,0,253,0,11,1,0
337304,2022/11/28 18:22:34,NEW_VALSET,46D3F5A60AADAC19D85A46DD1790D87A1EC3C6EEAFA780A877CE011A0ACA5F50,ACAF9FB0A41B70E6EA9C8BAC21E7897F99B9C2563EAAC58F197E5990AEF16F80,96884BE29D4D231AFB90D034748286D51A6BE943,348079820,40824004,4277387,4277625,325,4277015,4277349,4276127,4276123,4276151,4191027,0,4281507,100,4276122,4276122,4233361,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191621,0,4276122,4276122,99,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,102,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276122,0,4149115,4276133,0,4276121,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276124,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276122,0,4276121,0,0,0,4276121,0,4276121,96,4276123,434,4191026,0,4276261,0,254,0,11,1,0
337306,2022/11/28 18:22:46,NEW_VALSET,77E76052EF48354653ABADB2166648B7CEA8A8572539A6DC06611D2B60F8DA7F,456E272AF58D67B51B4B9DA9C182B6BF234B7478CB82417052C0FDCA24183627,103CC3FC5E90C04EE208BD0716DC889552926EF8,348079821,40824004,4277387,4277625,325,4277015,4277349,4276127,4276123,4276151,4191027,0,4281507,100,4276122,4276122,4233361,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191621,0,4276122,4276122,99,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,102,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276122,0,4149115,4276133,0,4276121,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276124,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276122,0,4276121,0,0,0,4276121,0,4276121,96,4276123,434,4191026,0,4276261,0,255,0,11,1,0
337309,2022/11/28 18:23:05,NEW_VALSET,28060F4999C8BF41643D4EBD2415E7E6107A7C75950765A642BF9BD3D90C9E7C,5B76A379338301D07A1AF9572BB3DEEC5F1293BA57E8BD21CD8F2931459BA2C3,6A3CACEAEA586C9AF3051249D6FF34942835DF10,348079822,40824004,4277387,4277625,325,4277015,4277349,4276127,4276123,4276151,4191027,0,4281507,100,4276122,4276122,4233361,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191621,0,4276122,4276122,99,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,102,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276122,0,4149115,4276133,0,4276121,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276124,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276122,0,4276121,0,0,0,4276121,0,4276121,96,4276123,434,4191026,0,4276261,0,256,0,11,1,0
337311,2022/11/28 18:23:17,NEW_VALSET,948C9245E933B7D58198AC4E8EB47DA3BD65BCF0ACAB10B614D894903DC62A08,FD5B3E359E616BE944F31B7E3F87E827F3087D9FB3EF76FADC32063B394C1CF0,3B9916B501C53E38015676282F14E2AAF025F6C5,348079833,40824004,4277387,4277625,325,4277015,4277349,4276127,4276123,4276151,4191027,0,4281517,100,4276122,4276122,4233361,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191621,0,4276122,4276122,99,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,102,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276122,0,4149115,4276133,0,4276121,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276124,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276122,0,4276121,0,0,0,4276121,0,4276121,96,4276123,434,4191026,0,4276261,0,257,0,11,1,0
337312,2022/11/28 18:23:23,NEW_VALSET,431B87684D7BB6568B771EEF09A29AEB418B4BE4F65C6CB13862A52A470C0A85,C98A26CB052801FF7CBE8DB75AA47E19E0B76ECCF69375E40E8D389C6855E4FE,FC9402FF4B53B8B72624C7FB28DDE49797EF474B,348079834,40824004,4277387,4277625,325,4277015,4277349,4276127,4276123,4276151,4191027,0,4281517,100,4276122,4276122,4233361,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191621,0,4276122,4276122,99,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,102,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276122,0,4149115,4276133,0,4276121,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276124,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276122,0,4276121,0,0,0,4276121,0,4276121,96,4276123,434,4191026,0,4276261,0,258,0,11,1,0
337314,2022/11/28 18:23:34,NEW_VALSET,F4819DD38690973877DD9AB9D144A0E3BE23F062D04E2E7F229299D1E0ABCDF1,8DDED6B80994E5DB57B4F40D9AE4985F6C121FB033A75DC0EF6656C10BC7AC80,F54306AE4536A8818B3BCB46D156403FCE944650,348079835,40824004,4277387,4277625,325,4277015,4277349,4276127,4276123,4276151,4191027,0,4281517,100,4276122,4276122,4233361,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191621,0,4276122,4276122,99,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,102,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276122,0,4149115,4276133,0,4276121,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276124,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276122,0,4276121,0,0,0,4276121,0,4276121,96,4276123,434,4191026,0,4276261,0,259,0,11,1,0
337316,2022/11/28 18:23:47,NEW_VALSET,599FF6CE9A507DAEF539F39504F4540E2B528BBF72072BE7389022EC12A69CCD,0D79C8CB02D79C312313F1DA356A830C133B9EF65BC589074285CA4CE32080ED,C759989AB500EDF629C4CED1267CA30F660E4024,348079836,40824004,4277387,4277625,325,4277015,4277349,4276127,4276123,4276151,4191027,0,4281517,100,4276122,4276122,4233361,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191621,0,4276122,4276122,99,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,102,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276122,0,4149115,4276133,0,4276121,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276124,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276122,0,4276121,0,0,0,4276121,0,4276121,96,4276123,434,4191026,0,4276261,0,260,0,11,1,0
337317,2022/11/28 18:23:53,NEW_VALSET,44D2DC9AB46AC33E917DEB2C00C14D5F79DF86A869E77EF2F52C4815C50112A5,85B17D55DBB2A2782ABF122897FF9F079FE97D50307512B92FE4B617A0AC30E0,6A3CACEAEA586C9AF3051249D6FF34942835DF10,348079837,40824004,4277387,4277625,325,4277015,4277349,4276127,4276123,4276151,4191027,0,4281517,100,4276122,4276122,4233361,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191621,0,4276122,4276122,99,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,103,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276122,0,4149115,4276133,0,4276121,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276124,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276122,0,4276121,0,0,0,4276121,0,4276121,96,4276123,434,4191026,0,4276261,0,260,0,11,1,0
337319,2022/11/28 18:24:05,NEW_VALSET,C09D67BD7FE23A5C175774328A6DB3759BC4FEA780C008BD16BD4DC259F896A6,E4ADE8A3B689A023A2CD1B85555EA0BFABF980D68E86C027D6A32C2DA827B40E,7B0DE97C082AE7911928004FE8B145AA1FF56038,348079838,40824004,4277387,4277625,325,4277015,4277349,4276127,4276123,4276151,4191027,0,4281517,100,4276122,4276122,4233361,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191621,0,4276122,4276122,99,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,103,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276122,0,4149115,4276133,0,4276121,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276124,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276122,0,4276121,0,0,0,4276121,0,4276121,96,4276123,434,4191026,0,4276261,0,261,0,11,1,0
337320,2022/11/28 18:24:12,NEW_VALSET,5C56FABB7928BCA6B5B1E320CB481E72AF3BFE13620D5CFFD9F2DBEC4B1D99AA,AB2DCF2109A29695E77B84C264B6368AB07DD7252A8E58625C5993CF3A66EE76,9797557328079BB3D3E588DAD873F0EA6C098C10,348079839,40824004,4277387,4277625,325,4277015,4277349,4276127,4276123,4276151,4191027,0,4281517,100,4276122,4276122,4233361,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191621,0,4276122,4276122,99,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,103,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276122,0,4149115,4276133,0,4276121,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276124,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276122,0,4276121,0,0,0,4276121,0,4276121,96,4276123,434,4191026,0,4276261,0,262,0,11,1,0
337321,2022/11/28 18:24:18,NEW_VALSET,8CEB94BFE8E16A6A54753D4BD6F9319DDC3C2AE8003ED325575AEFB130025F52,53846812AD1FFFD779B510A93675CBF4A09F0604C50C995A65C8E08BF6A3B908,3CC44C72DFD38D8538F1AC2443E540CCA730261C,348079849,40824004,4277387,4277625,325,4277015,4277349,4276127,4276123,4276151,4191027,0,4281527,100,4276122,4276122,4233361,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191621,0,4276122,4276122,99,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,103,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276122,0,4149115,4276133,0,4276121,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276124,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276122,0,4276121,0,0,0,4276121,0,4276121,96,4276123,434,4191026,0,4276261,0,262,0,11,1,0
337323,2022/11/28 18:24:36,NEW_VALSET,AF8F37D3B1B57F0F7477D86B67DA17D0918ECDFB56E1A96AF0119E7EFD70DB2F,65C42AFD49E227B007B438D80360162A638007679F3B119F6E4C19D972E5B315,B45362A682176E95B35B2084405D4F50A77F9CCA,348079850,40824004,4277387,4277625,325,4277015,4277349,4276127,4276123,4276151,4191027,0,4281527,100,4276122,4276122,4233361,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191621,0,4276122,4276122,99,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,103,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276122,0,4149115,4276133,0,4276121,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276124,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276122,0,4276121,0,0,0,4276121,0,4276121,96,4276123,434,4191026,0,4276261,0,263,0,11,1,0
337327,2022/11/28 18:25:01,NEW_VALSET,FCE4D8C388F2FEEA162E69A30CCDADAD8AD3F0C671A3DBF788309EF9E02E220D,E0D1B60B8C29544D99345AEB2176CD3C60BC0BFF77BD0871AEBC5FE1D8F6E059,61DDA93355D0ED14AD0F01DF9657F1D922FD8A08,348079851,40824004,4277387,4277625,325,4277015,4277349,4276127,4276123,4276151,4191027,0,4281527,100,4276122,4276122,4233361,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191621,0,4276122,4276122,99,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,103,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276122,0,4149115,4276133,0,4276121,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276124,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276122,0,4276121,0,0,0,4276121,0,4276121,96,4276123,434,4191026,0,4276261,0,264,0,11,1,0
337329,2022/11/28 18:25:17,NEW_VALSET,31052F2C8C747DE5FC46B52AA084546A025F5A77E1054F3C9F4FEA0BC7D397DC,51C60347C3564CB75E443F8AD55116BCAD3D2CF6660BC3485D08A04396B2F073,A3A9B9712869F224F4F1F3CB3DE5D039D6268F21,348079862,40824004,4277387,4277625,325,4277015,4277349,4276127,4276123,4276151,4191027,0,4281537,100,4276122,4276122,4233361,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191621,0,4276122,4276122,99,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,103,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276122,0,4149115,4276133,0,4276121,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276124,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276122,0,4276121,0,0,0,4276121,0,4276121,96,4276123,434,4191026,0,4276261,0,265,0,11,1,0
337331,2022/11/28 18:25:30,NEW_VALSET,542E031F4E91131A3AFDF85F8242E44C12325265BA650DF6E9D57EE45A3D468A,F2E0D1320034346D9E48D0C0C61D829EE9D62AA98AEFAA59E753098232B2285B,9C87B7B7B0E79B4BE81D72C6B68F7122BCB04EEC,348079863,40824004,4277387,4277625,325,4277015,4277349,4276127,4276123,4276151,4191027,0,4281537,100,4276122,4276122,4233361,355,4276123,4276122,4191078,4276123,0,4276122,4276123,4276121,0,4191621,0,4276122,4276122,99,4276121,0,0,4276121,4276122,4276122,4276124,4276121,4276121,4276121,4276131,4276124,0,4276123,0,109,4276099,103,4276122,4276122,4276121,4276121,4276122,4276133,4276123,4276122,4276122,4276122,0,4149115,4276133,0,4276121,4276123,4276121,0,4276161,0,0,0,4191026,0,0,4276123,0,4276123,4276123,4276132,4276123,4276123,4276124,4276124,0,0,0,4276121,4233360,4276121,4276121,0,4276122,0,4276122,0,0,0,0,0,0,0,0,0,4276122,0,4276121,0,0,0,4276121,0,4276121,96,4276123,434,4191026,0,4276261,0,266,0,11,1,0
